flag_iso3,n_vessels,mean_length,mean_tonnage,tot_tonnage,mean_engine_power,tot_engine_power,fishing_hours,fishing_KWh,bad_subs,ugly_subs
LKA,57,21.802063743869077,58.27135870591983,7050.8344034163,359.78148471873067,43533.55965096641,1647.05,594290.8502512462,867646.0140915966,80.86962017496677
VEN,18,45.17313692714146,589.8130832723687,30080.4672468908,1466.5641052593144,74794.76936822504,1575.4313888888912,2117793.2542867023,5943431.022005065,0
BEL,22,33.13451116426124,265.87052940695725,6646.76323517393,868.241887471011,21706.04718677527,1559.8958333333333,1427439.8758011146,421047.67026748677,42999.83778125525
NIC,3,69.74222134272142,1674.3626116077041,11720.538281253928,2835.6496375305674,19849.54746271397,1542.420277777771,4041542.8308889368,5122027.609511127,0
SVN,1,18.6432950115,60.6800597411,121.3601194822,195.9432112431,391.8864224862,1473.1619444444445,288656.08207557374,556914.1597838583,4154.633887110686
BHR,51,25.64680671988866,86.11094390502477,4391.658139156263,402.77847796821567,20541.702376379,1468.0566666666666,500572.0664569712,38395.84630768514,5103.618831419765
MEX,16,69.77941388623402,1574.776284386,28345.973118948,3016.626947612467,54299.285057024405,1391.4350000000013,3503153.515030041,6579880.991291579,658117.6880995557
GRL,1,23.114922096066667,131.32802618073333,262.65605236146666,281.9971855297667,563.9943710595334,1381.1858333333332,389490.51769358537,47502.071539349694,14800.201106655266
TUN,17,28.23980423156301,168.9991714363825,6928.966028891683,492.04463310375814,20173.829957254082,1156.8397222222222,561626.6816022187,27343474.615194716,0
CHL,6,60.64888888888889,1325.0636111111112,23851.145,1553.1677777777777,27957.02,1061.4311111111097,1365052.376847221,1958122.8821468728,53308.28254625396
BES,2,55.80234470581667,777.7478717060333,6999.7308453543,1396.8279095439168,12571.45118589525,1048.625277777781,1370675.07822478,419161.0137637098,42173.706965368736
AGO,12,42.6262875030091,539.8827909645261,9178.007446396943,923.6214204786686,15701.564148137366,998.1763888888908,630922.448539045,363945.8560182271,5453.958409176248
UKR,4,34.40170022340231,608.0760983539461,7904.9892786013,630.0109559357057,8190.1424271641745,929.7816666666674,402669.84549116035,14435406.3478125,0
GTM,3,79.07616314526082,2120.7894736842104,40295,3454.4446376879523,65634.4481160711,915.322222222222,3137516.395183685,2863734.1403801176,0
SPM,4,25.509880602376924,118.96323794678666,594.8161897339334,466.30188332310615,2331.509416615531,880.5563888888904,584695.6552873459,105850.51009352547,13573.885891081627
VCT,3,72.11901116750333,1934.5557799088867,9672.778899544433,5009.07352740267,25045.36763701335,836.9766666666595,9452407.035740517,467289.80861850997,19521.646238501806
DJI,1,18.5634094186,68.9014991793,137.8029983586,317.630745425,635.26149085,796.2758333333331,252921.68650557965,2691755.33666,0
LTU,18,62.09645833333333,3040.5625,72973.5,2814.6102222216664,67550.64533331999,761.0966666666661,5947119.205930821,2021796.9139922357,136857.80464995975
ECU,6,65.9910946417674,1483.5642857796522,13352.078572016871,2148.2017009247315,19333.81530832258,726.2530555555547,1538774.7565834953,659483.7367410839,7588.419866814764
AFG,3,27.9807287171875,67.16368004815,268.6547201926,674.0708978128375,2696.28359125135,665.9208333333349,329629.335684119,0,0
MRT,9,41.108674833917476,411.60553886311334,10290.138471577833,780.3715082645338,19509.287706613344,636.8644444444441,624057.9894875726,1296323.638899761,21066.359835142335
DZA,6,29.78127937815391,186.00900175212175,4278.2070402988,470.4781574544061,10820.997621451339,597.523888888889,281182.61912648514,171732245.7728081,1905665.9025004008
LBY,9,32.03069209513318,187.97047125592275,4135.3503676303,690.7121309035317,15195.666879877697,580.0061111111113,307534.9639998116,0,0
GNB,9,72.04928169845277,2563.3047628882946,46139.4857319893,2967.0930902008295,53407.67562361493,515.933611111112,1100532.1469049887,0,0
NZL,2,54.42992167677693,813.0063325212077,10569.082322775701,1787.5366004314922,23237.9758056094,479.3422222222221,974028.2918836289,119864.5526097198,0
AIA,2,39.09890975736667,591.5975094138555,1774.7925282415665,1194.261644774089,3582.784934322267,425.948333333333,703955.4117887643,79689.89680294025,20217.539864089737
CMR,1,44.31917536582,403,2821,690.61761001287,4834.32327009009,421.2202777777776,290902.141527846,83191.40108835843,0
GEO,3,82.61964175608571,3931.722919219143,27522.060434534,4267.587920224336,29873.11544157035,327.5366666666667,720170.2645904439,1115845.5657930665,462463.8814962498
SRB,1,21.242310849,61.7769838026,61.7769838026,188.5668077862,188.5668077862,309.58583333333337,58377.61232749722,0,0
JOR,1,31.1723376536,345.5777675217,691.1555350434,437.9292974693,875.8585949386,298.94027777777785,130914.70583249965,41618.6691829,0
YEM,1,16.9748889954,120.5958299255,241.191659851,183.5292784509,367.0585569018,280.53972222222217,51487.25279626035,99850956.17780599,0
EGY,2,25.96784507726,266.40582090934,1332.0291045467,366.57011251668,1832.8505625834,182.60666666666665,76017.25704273918,47529514.37460421,0
QAT,11,18.895948252473726,66.56828421133622,931.9559789587072,218.59018366319236,3060.262571284693,182.28083333333333,37711.32941384539,2913.617282280953,1165.5783902330725
FLK,7,67.53613869544591,1754.5714285714287,24564,2114.951084552798,29609.31518373917,163.96083333333343,341416.687777589,38649.408982684094,9805.458385310558
PRK,1,16.6699499227,42.7826379226,42.7826379226,262.3550687676,262.3550687676,159.90749999999997,41952.54315895499,975586.68,0
NRU,1,75.6771733443,2224.3915002511,4448.7830005022,3294.4787575898,6588.9575151796,130.5736111111113,430171.9881073476,51353.002675963,0
SVK,2,28.56255657625,116.88425847299999,701.3055508379999,476.85907148959996,2861.1544289375997,129.26083333333335,62865.39781868386,0,0
GUY,1,38.8810955073,186.3333278671,372.6666557342,737.1928180072,1474.3856360144,97.36666666666669,71778.00737996772,5152853.5785,0
SLE,2,41.7701542829,1621.35693194075,3242.7138638815,597.88869614725,1195.7773922945,82.03305555555556,42214.4999771945,4554863.457299999,4710.914500000001
MOZ,6,35.093212975492335,283.2361469708755,2265.889175767004,712.1936741703514,5697.549393362811,79.83083333333336,71284.44331028228,26126.463303938406,4.24441729720694
MNE,4,22.877362128999998,80.79075138001,403.95375690005,270.58486422732,1352.9243211366002,77.02833333333334,14874.2302885236,0,0
SGP,9,30.855740653675067,704.4619478249317,8453.54337389918,666.3535257106358,7996.24230852763,72.07583333333332,44576.309584000286,1529.8299821771352,0
TCA,1,24.134041761099997,134.96925551583334,269.9385110316667,487.5125933513667,975.0251867027334,71.66055555555556,34935.42327988858,3954.7963256183502,1003.3424006717314
LIE,1,10.1676198383,10.4629735174,20.9259470348,99.5929980807,199.1859961614,71.04722222222222,7075.805866416844,0,0
KEN,1,35.9488142335,457.1985583855,2743.191350313,549.9434236251,3299.6605417506,67.39388888888897,37062.82598696518,1843625.5157973545,0
COL,9,58.904975113049616,1064.7762261918,21295.524523836,2236.7925119066126,44735.850238132254,64.14027777777778,140137.9454277271,19483.179308026487,0
IRN,12,51.369389679025275,805.0691975438478,9660.830370526175,886.4183373937869,10637.020048725444,63.640833333333326,44482.13443027788,71066.37774980615,0
BOL,1,19.5447144134,32.8636997682,32.8636997682,268.0896577356,268.0896577356,63.29194444444446,16967.915723531725,0,0
IND,3,37.528378163525,265.3535169427375,1061.41406777095,1053.2987707913428,4213.195083165371,43.15083333333333,51937.73653499832,182192.75383663503,583.2639720123535
SHN,1,22,64,64,858.2150760090999,858.2150760090999,31.54416666666667,27071.67939347705,3064.596565379943,777.4963416144799
PLW,3,71.5756983398,3919.67961773015,15678.7184709206,1263.2968842171001,5053.1875368684005,26.915555555555557,40067.89771117952,8354.34543982338,0
HRV,3,19.616143149806668,81.68242400521333,245.04727201564,328.29901554526,984.89704663578,26.40638888888889,7249.987648721025,184.57199163909263,0
CRI,1,44.0791403191,114.3018737777,114.3018737777,2013.7678803206,2013.7678803206,20.989444444444445,42267.86904799588,339071.47187245754,0
SAU,3,16.1045435931,29.95958417363333,89.8787525209,163.03664043793333,489.1099213138,20.21666666666667,3375.584285534387,100248.857678091,0
GIN,1,73.3023988041,1143.2504371742,1143.2504371742,1798.7577904055,1798.7577904055,18.639444444444454,33527.845903274974,127804.55186368525,48.236849081202735
IRL,3,37.00703524657143,679.1832991636714,4754.2830941457,1367.6607549473,9573.6252846311,18.069166666666668,29577.06253262663,13551.64866451487,95.01133757281757
ATF,1,77.3252501482,2004.3632398425,8017.45295937,2656.2553366279,10625.0213465116,14.33722222222222,38083.32304019789,6894.422993241456,884.1158244057739
WSM,1,31.2966566937,189.07130817945,378.1426163589,307.89615983839997,615.7923196767999,12.940833333333329,3984.432888442093,76127.79045821735,15610.95241356007
TUV,2,70.73068343998334,1561.5451147531335,9369.2706885188,2519.1822695084334,15115.0936170506,11.653888888888885,30875.235061030762,174724.64929535834,0
EST,4,25.48,118.25,473,221,884,10.844166666666666,2396.560833333333,4332.561309281968,118.79612330792148
BGR,1,34.2177381591,101.018243799,303.054731397,698.1724990901,2094.5174972703,10.076944444444445,7035.445485969878,825.6154417307946,402.0676583067798
CYM,1,79.9956162334,1008.5883637088,1008.5883637088,3775.4206647429,3775.4206647429,7.552499999999998,28513.864570470745,3227.8563201893057,818.9157778727789
THA,1,65.03,1178,1178,2446.2457746073164,2446.2457746073164,4.8997222222222225,11985.924782860682,4643119.889051114,17877.826253903124
JAM,1,26.3414483068,101.52741800745,101.52741800745,2171.0282867259502,2171.0282867259502,4.249444444444444,9225.664091759329,6681242.860000002,0
GMB,2,18.719477183633334,69.1217167303,207.36515019089998,200.91919434743335,602.7575830423,4.055,720.495921149581,9379.010158408595,0
COG,1,21.04471095125,39.247925372750004,78.49585074550001,240.95017287795002,481.90034575590005,2.533333333333333,610.4071046241401,718075.4812,0
NCL,1,21,93,93,331,331,0.5783333333333334,191.42833333333334,34.65527158693989,4.444066463448613
BMU,1,24.9954600419,33.7469372686,33.7469372686,199.6969745317,199.6969745317,0.19083333333333333,38.10883930646608,4.314036685782869,1.0944826404486279
VGB,1,26.168372994333332,37.86,37.86,40.444925657716674,40.444925657716674,0.18277777777777776,7.39243363410488,0.8368460041062576,0.21231006848911144
ISR,1,19.780661190850005,44.89192749915001,44.89192749915001,207.56687856059997,207.56687856059997,0.10416666666666666,21.621549850062497,0.4439159516044298,0
SWE,1,22.1867071787,121.21876995312306,121.21876995312306,369.5170146857077,369.5170146857077,0,0,0,0
