eez_iso3,flag,vessels_per_eez,effort_per_eez,kwhr
FSM,RUS,3,34.939444447,41744.886111718
FSM,SLB,3,142.03180553800001,405300.67520478973
FSM,TWN,107,16324.298472557999,19281756.680118516
FSM,USA,14,5528.56263856,12397662.18064593
FSM,VCT,1,20.53375,9456.350224623251
GAB,BES,1,473.3297222,448906.6858365498
GAB,BLZ,2,394.0726389,1441941.9255580145
GAB,CHN,4,80.052777784,37394.80434194305
GAB,CPV,1,401.4258333,2144860.753973254
GAB,CUW,4,1070.0361111,4538317.834176518
GAB,ESP,4,149.89180555,59816.2305530972
GAB,FRA,1,35.77527778,13701.93138974
GAB,GCA,1,20.56763889,71827.49682699487
GAB,GTM,1,187.2931944,630375.6889091328
GAB,PAN,2,908.7698611330001,1000014.3919445449
GAB,SEN,1,160.4222222,434152.49885979306
GAB,SLV,3,792.52263896,2579390.7069080584
GBR,ARG,1,2222.477083,4255797.574619527
GBR,BEL,55,68427.062500928,50716236.583259426
GBR,CYP,1,0.232361111,463.7049234464587
GBR,DEU,28,17096.058054998,48574580.741900966
GBR,DNK,63,27916.24736192,49662808.61319414
GBR,ESP,88,29338.544306913,13270483.05852132
GBR,FRA,317,311052.190417777,205006890.6166798
GBR,FRO,28,13172.929861962,37584979.315732926
GBR,GRL,1,12.97569444,5864.886107431433
GBR,IRL,167,85682.99013805,37833445.45008108
GBR,ISL,25,2305.121805593,12637983.30211932
GBR,LIE,1,83.00097222,8266.315666944593
GBR,NLD,116,73516.364720813,120967609.97093377
GBR,NOR,219,66222.356528156,140351692.8595414
GBR,POL,1,32.705,128798.40805894
GBR,PRT,2,244.5430556,92463.38334839999
GBR,RUS,17,5177.079027956,28505684.15491801
GBR,SPM,1,3.245833333,2655.8871626926684
GBR,SWE,7,1926.2513889099998,6143860.560321452
GEO,TUR,50,1448.591111161,820423.6366055282
GGY,BEL,20,1413.923055443,1371716.4268431205
GGY,CYP,1,3.817777778,7618.840969834582
GGY,DEU,1,14.83569444,42474.593181719996
GGY,DNK,2,15.108472222,32927.005566765234
GGY,FRA,89,26572.447084205,13872043.626184398
GGY,GBR,69,24016.815137781,9258761.5221393909
GGY,IRL,2,6.773333333,4297.6687498
GGY,NLD,12,427.295972193,247648.420486425
GHA,ARG,1,843.8645833,1615907.2569908057
GHA,BLZ,5,496.359861079,842428.4583046712
GHA,CHN,8,11791.769305079,7410847.166440091
GHA,CIV,1,8.07,6868.403909415
GHA,CPV,1,8.537638889,45617.50905285326
GHA,CUW,3,130.998888897,540643.615359174
GHA,ESP,3,87.765416668,357902.4711229134
GHA,FRA,10,1749.3177779,5757443.7022868
GHA,GBR,1,3.675833333,909.29089158421
GHA,JPN,1,12.54611111,13938.72944321
GHA,SEN,1,6.526805556,17663.568692974888
GHA,SLV,1,0.113333333,365.3125460455513
GHA,TWN,1,2.406944444,2083.799272592586
GIB,ESP,6,84.34111111099999,8516.925505534566
GIB,GBR,1,0.298333333,333.834999627
GIN,CHN,31,40995.893471821,28641513.103631686
GIN,CIV,1,184.6426389,235704.58688251747
GIN,CPV,1,0.230555556,1231.882760533047
GIN,ESP,19,10697.395694166,6696927.405377858
GIN,FRA,9,285.323888884,940409.365533644
GIN,GBR,1,5.183055556,1282.13245288772
GIN,GNB,6,143.87166666299998,373661.54282346705
GIN,ISL,1,3.656111111,1825.4399235224685
GIN,ITA,7,4598.56444508,7358608.330991301
GIN,JPN,1,0.093888889,69.03443452614201
GIN,KOR,2,499.635,1408675.9782969526
GIN,PAN,1,20.26569444,11160.215410039536
GIN,SEN,2,126.234722189,560557.4137702149
GIN,SLV,2,5.244444444,17079.865205682705
GIN,TWN,1,3.014166667,1723.1486815331443
GMB,CHN,16,25953.929583554,16195444.698424794
GMB,COM,1,1170.441806,558352.305626896
GMB,ESP,4,59.870694434,31789.60163896404
GMB,FRA,1,7.369861111,2396.3272850263165
GMB,ITA,2,11.704166666999999,11897.12500038
GMB,SEN,31,5120.368749424,2145986.4687142023
GMB,UKR,1,351.1811111,135057.35318038432
GMB,VCT,1,1.798472222,1485.254491515688
GNB,BLZ,1,3.088611111,11883.873671493873
GNB,CHN,17,22510.778612043,15655304.918975934
GNB,CIV,1,8.649166667,11041.048093053849
GNB,ESP,3,3.685138889,1125.00674045425
GNB,GIN,1,0.14,293.64521382
GNB,ITA,3,34.152083331,37794.161664573
GNB,KNA,1,625.31875,2910040.2996621686
GNB,KOR,4,3527.11388933,5933515.180284422
GNB,PAN,1,1.502083333,930.6968187786737
GNB,SEN,11,18174.98236156,10718381.761737494
GNB,TWN,1,58.24791667,45959.34536650281
GNQ,ARG,1,11.76305556,22524.949168334228
GNQ,BLZ,1,0.061944444,205.38149135613304
GNQ,CHN,3,4344.70749977,1741336.1240167217
GNQ,CUW,1,0.093055556,372.77163926373515
GNQ,ESP,2,13.345833337,4215.399849594243
GNQ,JPN,1,10.30541667,11449.31792037
GNQ,NLD,1,0.672222222,1188.0000868128282
GNQ,PAN,1,5.844861111,3111.195879578731
GNQ,SLV,1,3.044583333,9813.745520270551
GNQ,TWN,1,33.49805556,30353.49327377645
GNQ,ZAF,1,35.01402778,16739.081404294608
GRC,CYP,1,808.2502778,258640.088896
GRC,ITA,56,41565.942776436,18919338.184135124
GRC,MLT,3,518.95847228,200583.17531692307
GRC,NOR,2,8.88125,4589.869932271742
GRC,PRT,1,337.48125,153891.44999999998
GRC,RUS,1,4.063055556,2816.2558116791447
GRC,TUR,243,20036.987360702,5316569.790706183
GRD,CAN,1,0.312361111,14.408095830666511
GRD,PRT,1,1127.647917,225053.19906522083
GRD,USA,1,717.4330556,401450.361537743
GRD,YEM,1,230.8658333,42370.63981585027
GRL,CAN,16,809.864027766,2275829.637599085
GRL,DEU,4,9894.3951389,34678501.520741895
GRL,DNK,18,63357.325693856,121054172.59891362
GRL,EST,2,256.112500033,751672.9986571133
GRL,FRO,18,7464.126388546,10765886.993304323
GRL,ISL,48,754.956249979,2204226.4433341175
GRL,LVA,1,103.9890278,76535.9244608
GRL,NOR,15,7496.515972519,18999867.969284933
GRL,RUS,16,6258.672500187,26064088.780592356
GTM,MEX,1,1.124444444,2096.2115234159023
GTM,PAN,1,0.66,984.72
GTM,USA,1,3.771666667,1638.8851504478419
GUF,FRA,6,9797.36347271,3182363.30710646
GUF,VEN,1,58.45180556,21236.57220177277
GUM,FSM,1,3.36,8893.92
GUM,JPN,17,310.837777762,219414.08534143632
GUM,RUS,1,1.225833333,1257.704999658
GUM,TWN,2,9.615972222,4053.30189433586
GUY,FRA,1,8.886388889,3270.191111152
GUY,TWN,3,5.413472222999999,3910.9890330608246
GUY,VEN,4,608.41569434,213687.6867112683
HMD,ARG,1,10.35236111,19823.625467513317
HMD,AUS,2,542.850972222,1838640.9529164
HMD,FRA,2,13.422638887000002,15144.864847208199
HND,CHN,1,49.67458333,32884.57416446
HND,USA,3,22.958055554999998,8280.85489224098
HRV,ALB,1,44.03263889,14067.280471864762
HRV,CYP,1,340.0220833,87528.484683086
HRV,ITA,393,127339.608610036,44199146.62553376
HRV,MNE,3,51.762638892,5849.758238446953
HRV,NOR,1,1.052638889,350.3286275946178
HRV,POL,1,0.275,18.128585411750002
HRV,SVN,6,198.393333341,30252.072988182634
HRV,USA,1,744.4556944,663770.3183584348
IDN,CHN,6,13.786805557000001,11282.466541962285
IDN,ESP,1,18.015,5375.6759999999995
IDN,GNQ,7,36.007777778,7005.494329932091
IDN,JPN,24,134.108333337,91626.70304076435
IDN,KOR,1,8.826111111,6554.858518730203
IDN,PHL,1,1.398472222,3333.8594185012103
IDN,RUS,1,2.562777778,3436.8963218280187
IDN,TWN,8,71.214305552,43318.355449544324
IND,CHN,12,915.20736107,549883.6495594918
IND,ESP,1,8.677083333,38295.26604019554
IND,LKA,37,547.16180557,189549.67053364907
IND,LVA,2,5.906805556,4981.636944804
IND,REU,1,8.8625,35450
IND,SYC,1,2.880833333,2116.597917914511
IND,TWN,5,46.059999997,26702.14028946215
IND,USA,1,5.778194444,1466.0242338761398
IOT,CHN,1,24.40444444,14010.575321608003
IOT,JPN,1,9.960277778,7354.848396275204
IOT,LKA,35,488.130277769,207246.3328092927
IOT,MOZ,1,20.67055556,19090.74953532821
IOT,SYC,1,9.113194444,13431.574749910229
IOT,TWN,5,22.238055552,16826.340739243627
IRL,BEL,18,2657.17305545,2531865.716453726
IRL,DEU,8,6188.2509721999995,9382768.8158918
IRL,DNK,8,1567.78569439,6983655.058743992
IRL,ESP,110,128856.148472407,57191558.67614687
IRL,FRA,149,163708.06597441802,97780467.21175885
IRL,FRO,10,422.660416638,1869853.3069188849
IRL,GBR,133,60596.228751319,37725801.24246304
IRL,ISL,5,58.529166661,361782.0501145394
IRL,JPN,1,5.771111111,4273.5077776954995
IRL,MRT,1,27.37847222,21722.544025752475
IRL,NLD,8,4910.359583944,25101405.87614992
IRL,NOR,55,4011.282777704,16388261.579851082
IRL,PRT,2,284.63277779,123851.56292211
IRL,RUS,5,8.589166666,47855.461107568
IRN,CHN,5,7701.9561111,5257503.446203914
IRN,KNA,1,1.011666667,533.4793773481092
IRN,MNG,1,129.48,55090.82501676
IRN,QAT,1,16.46111111,4056.0263734962223
IRN,VCT,1,2.605555556,2342.4264809312276
ISL,CAN,1,3.76,11437.92
ISL,DEU,4,115.169027784,448978.0695645982
ISL,DNK,12,1102.534027748,5056854.899012685
ISL,ESP,2,166.1825,235307.017475
ISL,EST,1,37.32791667,137740.0125123
ISL,FRO,29,14972.661528625,12965877.79564247
ISL,GBR,1,0.059722222,387.29860966999996
ISL,GRL,8,70.405694437,189859.93814094656
ISL,LTU,1,422.03972220000003,744478.0699608
ISL,LVA,2,188.48000003,597291.51344338
ISL,NLD,2,3.192916667,10207.049629546
ISL,NOR,73,6434.769305378,23115512.247029234
ISL,RUS,20,4503.045000106999,10059972.41165572
ISR,GRC,2,24.318749996,2995.6777908772992
ISR,USA,1,0.804861111,155.47506274513387
ITA,CHN,1,8.402916667,7092.422540287764
ITA,CYP,1,1142.995833,294229.98733086
ITA,DZA,6,271.78944445999997,128910.82841128406
ITA,EGY,1,1.943194444,812.7058647423969
ITA,ESP,4,964.4249999900001,237753.7461468874
ITA,FRA,5,35.786666666,15439.351555408308
ITA,HRV,27,753.64097223,478038.75292130664
ITA,LBY,8,139.856250002,116578.96412191936
ITA,MLT,27,2862.247083104,911474.0620187102
ITA,NLD,1,1.491666667,1032.220159163997
ITA,POL,1,18.76916667,1237.3034221253322
ITA,PRT,1,713.9734722,325571.90332319995
ITA,SVN,6,1643.85652781,257849.6302571593
ITA,TUN,11,302.609999976,159952.6370077817
ITA,TUR,2,31.841666667,11496.387096268098
JAM,ESP,1,5.191666667,2382.04050015294
JEY,FRA,43,5502.016805551,1367714.4540041164
JEY,GBR,9,1551.402638878,383762.5212079281
JPN,ALB,1,24.55763889,16724.719333357196
JPN,CHN,310,8985.964583431,4868766.079210513
JPN,CYP,1,57.08208333,152197.44464445446
JPN,ESP,1,47.10666667,9912.13580034673
JPN,FSM,4,18.135416666,50761.426248137
JPN,KIR,2,66.56791667,179451.14577675879
JPN,KOR,151,21590.161250176,8368228.030772887
JPN,MHL,1,5.792916667,20891.71224963964
JPN,MNE,1,11.79902778,5461.146066889688
JPN,RUS,140,69709.16333339,173253261.16771072
JPN,TWN,132,2998.688888877,1579265.7239223788
JPN,VUT,1,3.964861111,13118.738165882361
JPN,WSM,1,24.84111111,27175.107634973385
KEN,NAM,1,2164.468056,863236.1926866664
KEN,SYC,9,5591.623888974,4942091.030583412
KEN,TWN,3,397.246111067,409829.2594153731
KIR,CHN,67,23433.953054374,28952512.49477754
KIR,ECU,1,130.7720833,726328.9427555843
KIR,FSM,17,1643.6808333870001,4392301.199506881
KIR,GTM,2,337.0966667,1203748.0585637614
KIR,JPN,7,95.450138891,183235.99526712138
KIR,KOR,51,3748.0763890490002,11683267.539347246
KIR,MEX,1,11.85958333,47985.23667698962
KIR,MHL,8,3093.33166671,8101165.1875770595
KIR,NRU,1,10.50611111,34612.15988108281
KIR,NZL,1,222.15138886,581671.862900421
KIR,PHL,7,225.427361105,565430.8379383537
KIR,PNG,17,3413.004583117,9109902.226246035
KIR,RUS,1,2.3125,1614.125
KIR,SLB,3,1087.97749999,3151545.732560707
KIR,SLV,2,40.202638893,148093.46676749748
KIR,TWN,39,13114.741666332,31709332.576598775
KIR,USA,27,4357.699861025,10767595.16171555
KIR,VUT,3,98.79611111,216522.94401413196
KOR,ATG,1,14.35583333,6003.359609486391
KOR,BTN,1,2.579861111,937.5214552433029
KOR,CHN,2531,113195.566527946,41125861.72574895
KOR,CYP,2,11.864305556,26523.84316246417
KOR,DEU,1,17.02277778,4766.340764071994
KOR,IRQ,1,15.22361111,3728.4667317287076
KOR,JOR,1,204.7456944,89664.13811474168
KOR,JPN,21,806.365833418,545614.8151253005
KOR,KIR,5,13.93263889,37211.66477946584
KOR,LVA,1,9.725416667,8577.817500293999
KOR,MDV,1,8.669722222,6272.733573753941
KOR,PNG,2,3.823888889,12653.248333701
KOR,PRK,1,32.53444444,15974.669717153965
KOR,RUS,114,866.588749984,1915914.331337314
KOR,THA,1,29.1925,7017.506850776999
KOR,TWN,2,4.572916666999999,11867.651646884555
KOR,URY,1,59.50513889,32530.120934469836
KOR,VUT,4,31.558333332,39188.39353492215
KOR,WSM,1,2.384583333,2608.6316530645145
KWT,IND,1,11.8,15052.285272800002
LBN,GBR,1,14.00083333,1770.5946868463716
LBN,GRC,2,22.64236111,3178.555678615129
LBR,AGO,1,1.198055556,520.8962620394876
LBR,BLZ,2,185.13166667000002,665305.8592194442
LBR,CHN,1,2478.854583,1612643.8680499562
LBR,CIV,1,0.961944444,818.71412389214845
LBR,CPV,1,16.43277778,87802.07255058523
LBR,CUW,6,298.5006944,1307856.230421816
LBR,ESP,9,422.397361112,963892.3497327984
LBR,FRA,11,1094.993194536,3667810.794638378
LBR,GHA,2,9.059444444,23863.041579981968
LBR,GNB,2,0.9479166669999999,3811.995320807304
LBR,GTM,1,93.97180556,316282.4034140136
LBR,PAN,2,168.83472226,484471.06438312697
LBR,SEN,1,73.1575,329208.75
LBR,SLV,3,164.46680556,535848.1604702625
LBR,TWN,1,40.20319444,31721.52076395671
LBY,CYP,2,733.9848611,194602.468546683
LBY,DZA,7,220.507361111,97745.66025552628
LBY,EGY,1,13.73986111,5746.447937478242
LBY,ESP,1,153.84625,67873.888575
LBY,FRA,1,0.440138889,345.3893519003865
LBY,ITA,33,3967.379444446,1408597.712629007
LBY,MLT,19,2976.855138994,942697.3776489679
LBY,PRT,1,76.93527778,35082.48666768
LBY,TUN,5,185.44763889,97504.12563587193
LBY,TUR,1,5.599027778,2013.7627654617168
LBY,ZAF,1,0.756388889,361.6052190804242
LKA,CHN,3,1410.7990278300001,600829.9890817712
LKA,PER,1,8.007222222,7233.247261653313
LKA,RUS,1,0.6025,531.4050000000001
LKA,SYC,12,133.104305559,114082.161371547
LKA,TWN,17,320.08875003000003,189817.34060557335
LKA,WSM,2,22.20763889,7749.759982361135
LTU,ESP,1,3.119583333,3027.83638717647
LTU,FIN,1,6.615555556,9499.937778416
LTU,LVA,22,2524.210000057,661481.647511126
LTU,POL,16,1120.836805489,442128.5147403334
LTU,RUS,2,0.991805555,714.1457062225265
LVA,DEU,2,106.9275,117341.86111309999
LVA,DNK,6,229.160416669,586995.9877097846
LVA,EST,17,603.1845833259999,141008.98190980247
LVA,FIN,3,197.285,172009.85861152
LVA,LTU,13,2504.390277811,1476913.513941078
LVA,NOR,1,7.928472222,5831.391319281
LVA,POL,3,465.83541672,230881.42078142785
LVA,RUS,1,2.138611111,4405.538888659999
LVA,SWE,9,340.272638879,889641.8693580367
MAF,USA,1,0.649722222,632.0709554523427
MAR,CHN,1,0.766527778,490.89102424895196
MAR,DEU,1,1.708611111,9053.930277189
MAR,ESP,29,3492.979444953,916476.211418761
MAR,HUN,1,1494.667639,648574.1251765807
MAR,JPN,1,0.743888889,405.42539561611204
MAR,NLD,1,1.78625,8398.25527632375
MAR,PRT,1,3.217222222,729.31210550518006
MAR,RUS,3,56.18236111,130621.62777544
MAR,TUR,1,3.501388889,1253.8872832867346
MDG,CHN,27,30459.389028117,22453470.226815272
MDG,ESP,7,711.45416672,409699.9845468023
MDG,FRA,9,4187.7333333,1319082.1643066402
MDG,GRC,1,25.0225,12875.827825000002
MDG,JPN,15,9884.364166504,7274016.802216243
MDG,KOR,8,8895.1333331,7954206.019913099
MDG,MUS,2,11.791805555,17215.78954227449
MDG,MYS,6,4816.7443056,2930031.190751471
MDG,NAM,1,23.03861111,13882.015955115883
MDG,NCL,1,11.14694444,3934.87138732
MDG,REU,12,8084.0199997,2782808.4173114575
MDG,SYC,2,36.75513889,103589.37678934605
MDG,TWN,49,66559.399864734,43701700.342292525
MDG,TZA,1,1052.043472,1071385.3270021982
MDV,CHN,2,11.049305555,5582.2133772470725
MDV,IDN,1,288.8355556,125064.0243485224
MDV,KOR,3,48.452638888,39737.04463072119
MDV,LKA,51,555.20875001,229129.26113086313
MDV,TWN,6,21.074305556,9825.343805197439
MEX,CAN,3,405.39972221,226284.34503823012
MEX,CHN,7,1273.64359317,2807498.530007633
MEX,GBR,1,117.3741667,25269.102918013476
MEX,ISL,1,64.36472222,196462.14041021955
MEX,LTU,1,0.533472222,5274.392557532492
MEX,USA,44,2510.984027684,1894418.8169928968
MEX,VEN,1,0.320138889,613.3370346725941
MHL,CHN,46,57073.339168689,21797718.701819085
MHL,FSM,25,20430.496943874,8130327.916981837
MHL,JPN,28,10059.61166569,9058773.099948753
MHL,KIR,4,7.912361111,23089.722457187636
MHL,KOR,25,359.141388904,877919.9144122483
MHL,PHL,5,65.65722222299999,173142.05587082866
MHL,PNG,15,961.538055588,2585549.0328542767
MHL,RUS,4,45.836944443,29169.56166487
MHL,SLB,2,24.747222219,72658.67833746031
MHL,SVK,2,26.64083333,12729.004269748222
MHL,TUV,1,1.62125,4312.85011412625
MHL,TWN,51,4877.22444419,4784528.6741423365
MHL,USA,14,613.540000004,1347116.3864569692
MHL,VUT,2,5.386944444999999,15171.236068259768
MLT,CYP,3,871.315833367,234313.36255748066
MLT,DZA,5,100.65430554,47115.878572274814
MLT,EGY,1,62.20680556,26016.869213270533
MLT,ESP,3,341.33208329,146474.75249827423
MLT,FRA,6,541.3426389,442024.318194955
MLT,ITA,118,16525.279582982,6937282.942344748
MLT,LBY,11,227.515277773,109407.31339611238
MLT,PRT,1,186.5830556,85081.87335359999
MLT,RUS,1,96.31652778,84951.17750196
MLT,TUN,16,672.562083291,302516.3807921998
MLT,TUR,1,118.6509722,42674.3569376507
MLT,UKR,1,4.858194444,1868.366099722978
MMR,LKA,1,12.51166667,4398.7250909670665
MNE,ALB,7,1801.5783333,544009.2239489364
MNE,HRV,3,22.586111112999998,6268.523338594604
MNE,ITA,15,1586.95777779,273205.9145027766
MNE,MLT,1,66.53986111,24553.20874959
MNE,POL,1,0.290694444,19.163196570091554
MNE,TUR,1,363.42625,130710.95184007162
MNP,CHN,4,60.619722217,61521.89323686746
MNP,JPN,22,161.610416658,149522.661929954
MNP,KOR,3,2.102083333,5082.381193880189
MNP,TWN,29,219.285833336,114894.00309092728
MNP,VUT,1,1.548055556,5122.130368970556
MOZ,AGO,1,7.589166667,3693.5572081993123
MOZ,CHL,1,657.8302778,615551.525845794
MOZ,CHN,12,20282.1873622,13137785.788808944
MOZ,ESP,1,1.13875,552.6239875
MOZ,JPN,16,17781.9781939,13002747.782022314
MOZ,KOR,3,11006.759861,7084404.500999101
MOZ,LVA,3,4038.6677773,3562104.9795786
MOZ,MUS,6,12245.36861133,6353902.345279126
MOZ,NAM,2,4636.9556944,2714973.038202296
MOZ,RUS,1,5094.362778,4705452.196722411
MOZ,SYC,1,380.7977778,451764.39863371477
MOZ,TWN,2,5261.4679169,5317241.019437408
MOZ,ZAF,3,4003.9726388999998,3101582.161171239
MRT,BES,1,274.8127778,445482.7919546392
MRT,BLZ,4,500.037916668,1476167.8132161107
MRT,CHN,28,51682.9568064,32738087.96358129
MRT,CIV,2,1510.4930557,1346430.3543321644
MRT,CMR,1,252.6375,174475.90644637498
MRT,COM,1,8.392916667,4003.7910026206396
MRT,CUW,3,747.900138871,1382605.5055889557
MRT,DEU,2,51.124166665999994,417907.0398704869
MRT,DNK,1,1742.322222,1513606.889079958
MRT,ESP,45,69842.938055802,30495204.21863475
MRT,FRA,3,1105.45902777,1393004.2961741001
MRT,GCA,1,62.52041667,218337.41121204713
MRT,GEO,1,6.105277778,20202.187041083103
MRT,GIN,1,3.433611111,6176.234733741805
MRT,GNB,2,47.48625,77163.68022092088
MRT,GRC,1,2776.794028,1632977.03198624
MRT,IDN,2,3101.7454168900003,713486.6278688691
MRT,JPN,16,7067.873333234,5167013.372766065
MRT,KNA,1,2.373055556,12577.827086799842
MRT,KOR,3,211.35472221,668178.0902947978
MRT,LTU,1,12.09666667,64063.94668432
MRT,LVA,2,13.574722222,69870.3669433
MRT,MAR,1,1435.355139,1033779.50686955
MRT,NAM,2,2217.37652789,2723563.7642494556
MRT,NLD,2,61.289444450000005,258950.4579747277
MRT,NOR,1,37.76972222,28917.160158245904
MRT,PAN,2,489.50541669999996,285777.12379530567
MRT,RUS,5,1560.884444633,7927473.03208232
MRT,SEN,3,1011.802361088,637751.3832822312
MRT,TUR,6,2066.904861582,1059946.5568545363
MRT,UNK,1,14.29013889,135644.452946747
MTQ,FRA,1,0.205833333,75.746666544000007
MUS,ATF,1,2.095555556,5566.330629605002
MUS,AUS,2,22.855416668,29038.223057646
MUS,CHN,45,20681.799445253,17063275.066354
MUS,COK,1,0.538194444,936.9699364311053
MUS,COM,2,1946.7872223,2429428.8829799294
MUS,ESP,3,11.307361111,5378.112242812251
MUS,FRA,11,1222.2475000059999,291549.81880377815
MUS,GBR,2,101.193611116,61275.76162656854
MUS,JPN,3,24.74180556,24891.62871192154
MUS,KOR,6,2643.578055222,2297562.3904524976
MUS,MOZ,1,11.37527778,11310.773337988316
MUS,MYS,4,49.031527770000004,30700.7331835131
MUS,REU,13,2325.7618056290003,923620.3522822218
MUS,SYC,10,1916.740833215,1386936.2458973618
MUS,TWN,145,112400.856111863,71876344.37336661
MUS,TZA,1,46.80555556,47666.07729035949
MYS,CHN,9,739.561249954,129010.56344939931
MYS,GNQ,8,105.709305555,16421.47642439117
MYS,IDN,4,10.786388889000001,2587.6618004845914
MYS,KOR,1,11.82097222,10543.125123017999
MYS,NRU,1,27.15986111,16863.757923227422
MYS,SGP,3,7.0591666669999995,1259.3493441315952
MYS,SLE,1,27.81430556,21125.893238977966
MYS,SYC,1,2.984861111,2411.3655360137645
MYS,TWN,4,5.273888889,2125.2080526397035
MYT,FRA,1,5.766944444,4613.5555552
MYT,JPN,2,8.201666667,6073.3341669135
MYT,KOR,1,6.168055556,5501.288750396399
MYT,TWN,3,4.880000001,4195.187443800827
NAM,AGO,3,98.98749999900001,147884.76813901652
NAM,BLZ,1,2446.798056,9608311.024171699
NAM,ESP,17,929.469444456,254969.9646935718
NAM,FLK,1,1.625277778,2972.1380548608213
NAM,GEO,1,10.47708333,19616.955864260854
NAM,JPN,8,30.222638887,16437.693482453327
NAM,KEN,1,58.12208333,31963.857493264688
NAM,KNA,2,150.83555554999998,605293.4465755415
NAM,NOR,1,8.608888889,27151.69157572821
NAM,PAN,2,3435.3252774400003,2783333.884813131
NAM,POL,1,2474.122361,13102952.023856001
NAM,PRT,3,6.177222223,5841.425958790659
NAM,RUS,1,1.425694444,7339.474997711999
NAM,SEN,1,5.377777778,3174.0658146111596
NAM,TWN,2,5.030277777,4120.859530111674
NAM,UKR,1,4.178194444,13781.37027110196
NAM,VCT,1,846.8220833,9613782.642982041
NAM,ZAF,11,6964.004027559,2679110.5760708675
NCL,AUS,1,6.497361111,2576.7027688078806
NCL,CHN,8,51.44402777,23135.682056417176
NCL,FJI,2,12.183888888999999,4752.832939159841
NCL,FRA,2,5742.7377784400005,2380318.243040575
NCL,JPN,12,38.051805555,27451.11836690422
NCL,NZL,2,19.954444444,38947.106110294
NCL,TWN,3,5.899722222,4855.189611101096
NFK,CHN,3,12.518333333,7978.099793597999
NFK,FJI,1,0.849027778,480.6502701606652
NFK,JPN,1,18.99319444,11855.145845568568
NFK,NCL,1,0.275416667,91.162916777
NFK,TWN,1,8.042361111,6704.361506371541
NFK,VUT,1,4.004583333,3286.1610830598
NGA,CHN,2,1088.9597222,841058.6782210299
NGA,GHA,1,1.430277778,1770.7182101095607
NGA,NLD,1,425.4019444,751801.309653143
NIC,COL,1,6.281805556,6994.1106005088695
NIU,CHN,2,8.936944444,8293.484444032
NIU,COK,3,3462.7104167780003,1773902.6194287192
NIU,VUT,4,6017.73847233,2764585.153252581
NLD,ARG,1,80.36291667,153886.08884636004
NLD,BEL,40,13847.712915792,4089579.366033696
NLD,DEU,66,19188.535693911,12104180.504694303
NLD,DNK,35,3399.444444452,5346257.71219833
NLD,FRA,14,1095.660555534,890406.6445573951
NLD,FRO,1,0.082916667,320.1373280849009
NLD,GBR,29,4173.438194651,4066080.4857076425
NLD,IRL,1,2.008611111,1462.268888808
NLD,ISL,4,37.929027779,74233.85944194628
NLD,LTU,1,1.990277778,19677.69991912626
NLD,NOR,11,170.065,552252.3612469062
NLD,POL,1,1.647222222,6487.069252802625
NLD,SWE,2,104.76194444,447489.2560269599
NOR,BEL,3,2.284305556,2543.715116698363
NOR,CAN,1,0.914444444,4389.3333312
NOR,CHN,1,23.48263889,5823.549707126937
NOR,CYP,1,2076.865417,4150284.593600897
NOR,DEU,16,14486.445695354,25067975.96976216
NOR,DNK,124,66182.088193369,35960563.986657195
NOR,ESP,8,3571.285972027,7705959.902995054
NOR,EST,3,61.33847223,256243.21369279164
NOR,FRA,11,2967.250555198,8319511.009358651
NOR,FRO,18,5373.905139679,15595289.814305793
NOR,GBR,75,6417.877778061,15517136.226170152
NOR,GRL,3,4793.347777222,14601102.990189295
NOR,IRL,8,176.758333338,339515.96164688794
NOR,ISL,19,4081.248055393,10672520.180632161
NOR,JPN,1,8.369444444,6151.541666340001
NOR,KHM,1,46.95375,43443.045735391126
NOR,LTU,3,275.450416689,507246.9568704
NOR,LVA,4,141.275000007,172943.486400214
NOR,NLD,23,3311.249444324,3852437.3762500244
NOR,POL,1,1401.320139,4729455.469125
NOR,PRT,2,2528.0559718,5224958.1215938
NOR,RUS,119,73786.810970798,179553892.80517927
NOR,SWE,65,15285.567360985,8526334.952579258
NOR,VCT,1,1565.847639,2971718.106755954
NRU,CHN,16,3825.1331945849997,9406970.478702353
NRU,FSM,15,2580.390694453,6662710.582876883
NRU,JPN,12,465.81680558,1012464.5940929631
NRU,KIR,4,361.76013892,1126759.3095238546
NRU,KOR,17,1168.970694464,3853178.3955094474
NRU,MHL,8,1403.3886111,3531278.467772335
NRU,NZL,1,27.04708333,70818.94660806589
NRU,PHL,6,429.57277778,1096892.4605066667
NRU,PNG,17,5583.052221922,15010757.649056487
NRU,SLB,2,115.919444444,306875.35749122023
NRU,TUV,1,4.439861111,11810.920893928173
NRU,TWN,26,8056.5890279430005,19928309.115223266
NRU,USA,15,4516.77319465,10027984.208892144
NRU,VUT,1,6.475277778,14283.38788215685
NZL,ARG,1,11.59666667,8674.655409918432
NZL,AUS,2,16.073055558,5322.396409940207
NZL,CHN,5,1615.304027554,933345.6626298375
NZL,ESP,3,49.826249996,33761.92068782988
NZL,FRA,2,39.01416667,43439.02019788157
NZL,GBR,1,2.330694444,2608.0470828360003
NZL,JPN,7,35.293472219,23965.164278519
NZL,KIR,1,0.545277778,1464.3980005967999
NZL,NCL,1,0.3825,126.6075
NZL,RUS,8,104.436527783,192199.756955816
NZL,TWN,9,1206.707083442,461170.12653325364
NZL,USA,3,47.162777769,11250.840583502006
