flag,ssvid,n
FRA,227312140,3
FRA,227313000,3
FRA,227315560,3
FRA,227317370,3
FRA,227323360,3
FRA,227330000,3
FRA,227338000,3
FRA,227344000,3
FRA,227347000,3
FRA,227355000,3
FRA,227364000,3
FRA,227366000,3
FRA,227385000,3
FRA,227389000,3
FRA,227391000,3
FRA,227392000,3
FRA,227406000,3
FRA,227408000,3
FRA,227410000,3
FRA,227413000,3
FRA,227414000,3
FRA,227425000,3
FRA,227466760,3
FRA,227485000,3
FRA,227486000,3
FRA,227503000,3
FRA,227504000,3
FRA,227512000,3
FRA,227519000,3
FRA,227553000,3
FRA,227554000,3
FRA,227561000,3
FRA,227581000,3
FRA,227589070,3
FRA,227595050,3
FRA,227683030,3
FRA,227800940,3
FRA,227823000,3
FRA,227831000,3
FRA,227833000,3
FRA,227860000,3
FRA,227867000,3
FRA,227894000,3
FRA,227926000,3
FRA,227936000,3
FRA,227940000,3
FRA,227941000,3
FRA,227945000,3
FRA,227981000,3
FRA,228021600,3
FRA,228021700,3
FRA,228028900,3
FRA,228031700,3
FRA,228033800,3
FRA,228043800,3
FRA,228045900,3
FRA,228066700,3
FRA,228078600,3
FRA,228079900,3
FRA,228082600,3
FRA,228082700,3
FRA,228089800,3
FRA,228089900,3
FRA,228091900,3
FRA,228106800,3
FRA,228107800,3
FRA,228119000,3
FRA,228130000,3
FRA,228131000,3
FRA,228131800,3
FRA,228133000,3
FRA,228138000,3
FRA,228148700,3
FRA,228151700,3
FRA,228157700,3
FRA,228158000,3
FRA,228165700,3
FRA,228166600,3
FRA,228184600,3
FRA,228192000,3
FRA,228203800,3
FRA,228206600,3
FRA,228211700,3
FRA,228213000,3
FRA,228216000,3
FRA,228221900,3
FRA,228228700,3
FRA,228228800,3
FRA,228230900,3
FRA,228231700,3
FRA,228231800,3
FRA,228236000,3
FRA,228236600,3
FRA,228236700,3
FRA,228240800,3
FRA,228240900,3
FRA,228255000,3
FRA,228288000,3
FRA,228316000,3
FRA,228317000,3
FRA,228323000,3
FRA,228326000,3
FRA,228329000,3
FRA,228337800,3
FRA,228339000,3
FRA,228355800,3
FRA,228374000,3
FRA,228378000,3
FRA,228819000,3
FRA,228827000,3
FRA,228830000,3
FRA,228854000,3
FRA,228858000,3
FRA,228866000,3
FRA,228917000,3
FRA,228919000,3
FRA,228954000,3
FRA,228967000,3
FRA,660003100,3
FRA,660005300,3
FRA,660006400,3
FRO,231004000,3
FRO,231046000,3
FRO,231084000,3
FRO,231087000,3
FRO,231115000,3
FRO,231124000,3
FRO,231125000,3
FRO,231145000,3
FRO,231166000,3
FRO,231176000,3
FRO,231343000,3
FRO,231751000,3
FSM,510014000,3
FSM,510047000,3
FSM,510051000,3
GBR,232003630,3
GBR,232003852,3
GBR,232004700,3
GBR,232004735,3
GBR,232005400,3
GBR,232005410,3
GBR,232005460,3
GBR,232005520,3
GBR,232005650,3
GBR,232005718,3
GBR,232006050,3
GBR,232006167,3
GBR,232006490,3
GBR,232006590,3
GBR,232006840,3
GBR,232006960,3
GBR,232007350,3
GBR,232009818,3
GBR,232011479,3
GBR,232015045,3
GBR,232018240,3
GBR,232326000,3
GBR,232627000,3
GBR,233071000,3
GBR,233342000,3
GBR,233450000,3
GBR,233619000,3
GBR,233651000,3
GBR,233659000,3
GBR,233815000,3
GBR,234209000,3
GBR,234671000,3
GBR,235000760,3
GBR,235001140,3
GBR,235001800,3
GBR,235002165,3
GBR,235002800,3
GBR,235003310,3
GBR,235003355,3
GBR,235004140,3
GBR,235004600,3
GBR,235005150,3
GBR,235005510,3
GBR,235005820,3
GBR,235005980,3
GBR,235006716,3
GBR,235006840,3
GBR,235007100,3
GBR,235007143,3
GBR,235007860,3
GBR,235008020,3
GBR,235008110,3
GBR,235008741,3
GBR,235032615,3
GBR,235033728,3
GBR,235050167,3
GBR,235050371,3
GBR,235060277,3
GBR,235063795,3
GBR,235068406,3
GBR,235068506,3
GBR,235069162,3
GBR,235076069,3
GBR,235076457,3
GBR,235082771,3
GBR,235088807,3
GBR,235089665,3
GBR,235103197,3
GBR,235103644,3
GBR,235111765,3
GBR,235113724,3
GBR,235114648,3
GBR,235118614,3
GBR,235838000,3
GHA,627013000,3
GHA,627610000,3
GHA,627679000,3
GHA,627682000,3
GHA,627762000,3
GNB,630123006,3
GNB,630123070,3
GNB,630123080,3
GNQ,631440334,3
GNQ,631440335,3
GNQ,631550422,3
GNQ,631757772,3
GNQ,631878656,3
GNQ,631988050,3
GRC,237129000,3
GRC,240461000,3
GRC,241308000,3
GRL,331000148,3
GRL,331155000,3
GRL,331191000,3
GRL,331428000,3
GRL,331665000,3
GUF,745000500,3
HRV,238017840,3
HUN,243071200,3
IDN,525009122,3
IDN,525100768,3
IND,419956153,3
IRL,250000466,3
IRL,250000511,3
IRL,250000527,3
IRL,250000957,3
IRL,250001333,3
IRL,250001769,3
IRL,250002664,3
IRL,250004326,3
IRL,250004765,3
IRL,250004891,3
IRL,250004905,3
IRL,250005313,3
IRL,250101700,3
IRL,250101800,3
IRL,250101900,3
IRL,250102600,3
IRL,250102660,3
IRL,250102700,3
IRL,250105600,3
IRL,250106800,3
IRL,250106840,3
IRL,250117400,3
IRL,250184000,3
IRL,250228470,3
IRL,250242000,3
IRL,250269000,3
IRL,250414000,3
IRL,250429000,3
IRL,250440000,3
IRL,250486000,3
IRL,250493000,3
IRN,422051800,3
IRN,422223000,3
ISL,251021110,3
ISL,251026000,3
ISL,251036110,3
ISL,251043110,3
ISL,251096000,3
ISL,251107000,3
ISL,251126110,3
ISL,251155000,3
ISL,251164000,3
ISL,251178110,3
ISL,251233110,3
ISL,251269000,3
ISL,251314110,3
ISL,251382000,3
ISL,251464000,3
ISL,251531110,3
ISL,251586000,3
ISL,251599110,3
ISL,251790000,3
ISL,251793240,3
ISL,251803110,3
ITA,247042200,3
ITA,247050970,3
ITA,247058200,3
ITA,247083400,3
ITA,247083940,3
ITA,247092740,3
ITA,247100040,3
ITA,247108700,3
ITA,247118500,3
ITA,247121820,3
ITA,247122030,3
ITA,247122090,3
ITA,247122320,3
ITA,247122750,3
ITA,247123680,3
ITA,247129190,3
ITA,247129960,3
ITA,247130410,3
ITA,247130850,3
ITA,247132860,3
ITA,247133620,3
ITA,247140110,3
ITA,247140330,3
ITA,247141070,3
ITA,247141320,3
ITA,247141650,3
ITA,247141720,3
ITA,247142450,3
ITA,247142580,3
ITA,247142820,3
ITA,247142880,3
ITA,247142920,3
ITA,247144110,3
ITA,247144150,3
ITA,247144430,3
ITA,247144920,3
ITA,247145010,3
ITA,247145020,3
ITA,247145060,3
ITA,247145360,3
ITA,247145570,3
ITA,247146140,3
ITA,247146270,3
ITA,247146290,3
ITA,247146420,3
ITA,247146460,3
ITA,247146910,3
ITA,247146970,3
ITA,247147090,3
ITA,247147140,3
ITA,247147190,3
ITA,247147230,3
ITA,247147310,3
ITA,247147370,3
ITA,247147380,3
ITA,247147390,3
ITA,247147450,3
ITA,247147590,3
ITA,247147620,3
ITA,247148110,3
ITA,247148220,3
ITA,247149660,3
ITA,247149980,3
ITA,247150160,3
ITA,247151120,3
ITA,247151670,3
ITA,247152080,3
ITA,247271480,3
ITA,247281480,3
ITA,247300180,3
ITA,247300220,3
ITA,247300250,3
ITA,247301120,3
JPN,431100030,3
JPN,431101320,3
JPN,431154000,3
JPN,431175000,3
JPN,431200030,3
JPN,431200520,3
JPN,431399000,3
JPN,431424000,3
JPN,431500020,3
JPN,431500960,3
JPN,431501545,3
JPN,431600270,3
JPN,431602220,3
JPN,431602610,3
JPN,431620000,3
JPN,431679000,3
JPN,431680113,3
JPN,431680136,3
JPN,431680141,3
JPN,431680150,3
JPN,431680156,3
JPN,431680380,3
JPN,431680470,3
JPN,431680480,3
JPN,431680580,3
JPN,431680620,3
JPN,431680740,3
JPN,431700090,3
JPN,431701720,3
JPN,431701780,3
JPN,431702580,3
JPN,431702640,3
JPN,431702990,3
JPN,431798000,3
JPN,431864000,3
JPN,431893000,3
JPN,432374000,3
JPN,432408000,3
JPN,432444000,3
JPN,432924000,3
JPN,432943000,3
JPN,432955000,3
JPN,432967000,3
JPN,432971000,3
JPN,432990000,3
KNA,341291000,3
KNA,341975000,3
KOR,440009150,3
KOR,440015140,3
KOR,440044990,3
KOR,440050220,3
KOR,440055000,3
KOR,440060000,3
KOR,440121160,3
KOR,440125720,3
KOR,440126150,3
KOR,440138590,3
KOR,440147160,3
KOR,440154250,3
KOR,440179000,3
KOR,440191000,3
KOR,440207890,3
KOR,440297000,3
KOR,440298000,3
KOR,440316000,3
KOR,440329000,3
KOR,440402270,3
KOR,440403490,3
KOR,440403740,3
KOR,440405960,3
KOR,440517000,3
KOR,440549000,3
KOR,440570000,3
KOR,440574000,3
KOR,440604000,3
KOR,440636000,3
KOR,440646000,3
KOR,440700040,3
KOR,440701000,3
KOR,440701060,3
KOR,440705160,3
KOR,440706020,3
KOR,440733000,3
KOR,440770000,3
KOR,440788000,3
KOR,440793000,3
KOR,440809000,3
KOR,440815000,3
KOR,440818000,3
KOR,440820000,3
KOR,440846000,3
KOR,440855000,3
KOR,440858000,3
KOR,440886000,3
KOR,440894000,3
KOR,440931000,3
KOR,440933000,3
KOR,440935000,3
KOR,440964000,3
KOR,440986000,3
KOR,440992000,3
KOR,441018000,3
KOR,441050000,3
KOR,441066000,3
KOR,441084000,3
KOR,441309000,3
KOR,441374000,3
KOR,441446000,3
KOR,441584000,3
KOR,441769000,3
KOR,441784000,3
LBY,642247000,3
LBY,642383000,3
LBY,642609000,3
LBY,642711000,3
LBY,642795000,3
LBY,642985000,3
LKA,417000071,3
LKA,417000164,3
LKA,417000213,3
LKA,417000390,3
LKA,417000595,3
LKA,417000599,3
LKA,417000627,3
LKA,417000637,3
LKA,417000646,3
LKA,417000683,3
LKA,417000691,3
LKA,417000706,3
LKA,417000757,3
LKA,417000758,3
LKA,417000814,3
LKA,417001167,3
LKA,417001168,3
LKA,417001308,3
LKA,417570090,3
LKA,417856996,3
LTU,277194000,3
LTU,277212000,3
LTU,277222000,3
LTU,277506000,3
LVA,275072000,3
LVA,275094000,3
LVA,275107000,3
LVA,275214000,3
LVA,275223000,3
LVA,275312000,3
LVA,275412000,3
LVA,275416000,3
LVA,275420000,3
LVA,275440000,3
LVA,275460000,3
MAR,242543300,3
MAR,242575300,3
MEX,123450800,3
MEX,345080010,3
MEX,345080023,3
MEX,345080025,3
MEX,345080026,3
MEX,345080027,3
MEX,345080030,3
MEX,345080034,3
MEX,345080900,3
MEX,345140011,3
MLT,215000770,3
MLT,229496000,3
MLT,248040000,3
MLT,248286000,3
MLT,249000889,3
MLT,249000899,3
MLT,249000960,3
MLT,256000219,3
MLT,256000325,3
MLT,256000655,3
MNE,262500050,3
MNG,457355000,3
MOZ,650000159,3
MRT,654045800,3
MUS,645373000,3
MYS,533000035,3
MYS,533333003,3
NAM,601431000,3
NAM,659257000,3
NAM,659398000,3
NAM,659415000,3
NCL,540002200,3
NIC,350108017,3
NLD,244013622,3
NLD,244038000,3
NLD,244052000,3
NLD,244060000,3
NLD,244070000,3
NLD,244090000,3
NLD,244095000,3
NLD,244100829,3
NLD,244108000,3
NLD,244110439,3
NLD,244130992,3
NLD,244157000,3
NLD,244165000,3
NLD,244174000,3
NLD,244175000,3
NLD,244358000,3
NLD,244381000,3
NLD,244399000,3
NLD,244446000,3
NLD,244470000,3
NLD,244541000,3
NLD,244615490,3
NLD,244630078,3
NLD,244630630,3
NLD,244633000,3
NLD,244634000,3
NLD,244659000,3
NLD,244684000,3
NLD,244686000,3
NLD,244742000,3
NLD,244759000,3
NLD,244790677,3
NLD,244806000,3
NLD,244836000,3
NLD,244854000,3
NLD,244860048,3
NLD,244860538,3
NLD,244890031,3
NLD,244890644,3
NLD,244932000,3
NLD,244965000,3
NLD,245019000,3
NLD,245100000,3
NLD,245148000,3
NLD,245235000,3
NLD,245247000,3
NLD,245254000,3
NLD,245262000,3
NLD,245269000,3
NLD,245310000,3
NLD,245341000,3
NLD,245345000,3
NLD,245352000,3
NLD,245390000,3
NLD,245436000,3
NLD,245445000,3
NLD,245458000,3
NLD,245502000,3
NLD,245542000,3
NLD,245572000,3
NLD,245617000,3
NLD,245633000,3
NLD,245665000,3
NLD,245667000,3
NLD,245738000,3
NLD,245744000,3
NLD,245748000,3
NLD,245775000,3
NLD,245876000,3
NLD,245883000,3
NLD,245899000,3
NLD,245914000,3
NLD,245999000,3
NLD,246030000,3
NLD,246047000,3
NLD,246107000,3
NLD,246112000,3
NLD,246135000,3
NLD,246136000,3
NLD,246150000,3
NLD,246176000,3
NLD,246182000,3
NLD,246183000,3
NLD,246184000,3
NLD,246189000,3
NLD,246204000,3
NLD,246225000,3
NLD,246226000,3
NLD,246238000,3
NLD,246250000,3
NLD,246269000,3
NLD,246338000,3
NLD,246372000,3
NLD,246459000,3
NLD,246492000,3
NLD,246504000,3
NLD,246570000,3
NOR,257015000,3
NOR,257016650,3
NOR,257017240,3
NOR,257021970,3
NOR,257033780,3
NOR,257037710,3
NOR,257045420,3
NOR,257045610,3
NOR,257079000,3
NOR,257177000,3
NOR,257209000,3
NOR,257234000,3
NOR,257271600,3
NOR,257305000,3
NOR,257336000,3
NOR,257367000,3
NOR,257529000,3
NOR,257543500,3
NOR,257629600,3
NOR,257650500,3
NOR,257911600,3
NOR,258186000,3
NOR,258261000,3
NOR,258324000,3
NOR,258334000,3
NOR,258382000,3
NOR,258542000,3
NOR,258553000,3
NOR,258996620,3
NOR,259092000,3
NOR,259109000,3
NOR,259118000,3
NOR,259154000,3
NOR,259178000,3
NOR,259208000,3
NOR,259209000,3
NOR,259236000,3
NOR,259244000,3
NOR,259296000,3
NOR,259304000,3
NOR,259340000,3
NOR,259352000,3
NOR,259421000,3
NOR,259457000,3
NOR,259474000,3
NOR,259478000,3
NOR,259563000,3
NOR,259595000,3
NOR,259635000,3
NOR,259637000,3
NOR,259648000,3
NOR,259651000,3
NOR,259822000,3
NOR,259845000,3
NZL,512000015,3
NZL,512228000,3
PAN,352419000,3
PAN,353490000,3
PAN,371106000,3
PAN,372880000,3
PHL,548051500,3
PHL,548831000,3
PHL,548957000,3
POL,261000630,3
POL,261001400,3
POL,261001620,3
POL,261001740,3
POL,261001760,3
POL,261002420,3
POL,261002720,3
POL,261002850,3
POL,261003090,3
POL,261003310,3
POL,261003640,3
POL,261003890,3
POL,261003970,3
POL,261004050,3
POL,261004390,3
POL,261004850,3
POL,261005270,3
POL,261006770,3
POL,261006840,3
POL,261007210,3
POL,261007860,3
POL,261009080,3
POL,261010840,3
POL,261011540,3
POL,261012540,3
POL,261016430,3
POL,261020570,3
POL,261026380,3
POL,261061080,3
PRT,204235000,3
PRT,204400000,3
PRT,204813000,3
PRT,204815000,3
PRT,204820000,3
PRT,204862000,3
PRT,255501000,3
PRT,263235000,3
PRT,263241000,3
PRT,263388000,3
PRT,263401760,3
PRT,263402890,3
PRT,263405380,3
PRT,263407550,3
PRT,263409950,3
PRT,263410690,3
PRT,263421000,3
PRT,263422240,3
PRT,263428000,3
PRT,263432000,3
PRT,263435000,3
PRT,263451000,3
PRT,263474000,3
PRT,263477000,3
PRT,263503000,3
PRT,263531000,3
PRT,263572000,3
PRT,263582000,3
PRT,263586000,3
PRT,263587000,3
REU,228115600,3
REU,660001400,3
REU,660002000,3
REU,660002700,3
REU,660004300,3
REU,660004900,3
RUS,273212000,3
RUS,273216200,3
RUS,273217100,3
RUS,273240900,3
RUS,273293400,3
RUS,273295700,3
RUS,273298800,3
RUS,273310460,3
RUS,273311650,3
RUS,273315480,3
RUS,273318720,3
RUS,273327440,3
RUS,273331980,3
RUS,273332330,3
RUS,273339660,3
RUS,273340810,3
RUS,273349480,3
RUS,273350610,3
RUS,273351500,3
RUS,273352230,3
RUS,273354130,3
RUS,273354820,3
RUS,273355560,3
RUS,273356070,3
RUS,273358010,3
RUS,273359030,3
RUS,273359300,3
RUS,273359630,3
RUS,273370020,3
RUS,273370490,3
RUS,273374020,3
RUS,273374920,3
RUS,273379880,3
RUS,273385130,3
RUS,273387130,3
RUS,273387270,3
RUS,273389460,3
RUS,273391550,3
RUS,273391650,3
RUS,273392550,3
RUS,273393850,3
RUS,273394210,3
RUS,273397450,3
RUS,273397590,3
RUS,273398180,3
RUS,273398450,3
RUS,273399670,3
RUS,273411340,3
RUS,273411780,3
RUS,273413910,3
RUS,273415090,3
RUS,273419160,3
RUS,273421500,3
RUS,273421520,3
RUS,273422830,3
RUS,273423560,3
RUS,273423800,3
RUS,273424560,3
RUS,273425630,3
RUS,273426300,3
RUS,273426900,3
RUS,273428880,3
RUS,273429800,3
RUS,273430750,3
RUS,273431450,3
RUS,273433220,3
RUS,273439850,3
RUS,273440840,3
RUS,273445610,3
RUS,273446030,3
RUS,273448750,3
RUS,273452210,3
RUS,273452640,3
RUS,273457300,3
RUS,273458300,3
RUS,273517900,3
RUS,273523400,3
RUS,273550500,3
RUS,273555000,3
RUS,273559500,3
RUS,273810110,3
RUS,273812510,3
RUS,273814900,3
RUS,273819700,3
RUS,273824900,3
RUS,273829310,3
RUS,273830200,3
RUS,273840800,3
RUS,273840900,3
RUS,273841100,3
RUS,273841220,3
RUS,273842300,3
RUS,273844020,3
RUS,273844100,3
RUS,273845900,3
RUS,273846020,3
RUS,273847500,3
RUS,273848710,3
RUS,273876000,3
RUS,273892000,3
RUS,273895000,3
RUS,273895200,3
RUS,273896300,3
RUS,273898000,3
SEN,663091000,3
SEN,663101000,3
SEN,663128000,3
SEN,663129000,3
SEN,663137000,3
SEN,663168000,3
SEN,663177000,3
SEN,663180000,3
SEN,663226000,3
SLV,359002000,3
SVN,278095000,3
SVN,278526000,3
SVN,278527000,3
SVN,278538000,3
SVN,278697000,3
SVN,278956000,3
SWE,265635420,3
SWE,265650120,3
SWE,265674430,3
SWE,265770000,3
SWE,265781000,3
SWE,265785000,3
SWE,265787000,3
SWE,266011000,3
SWE,266048000,3
SWE,266057000,3
SWE,266059000,3
SWE,266062000,3
SWE,266064000,3
SWE,266065000,3
SWE,266068000,3
SWE,266076000,3
SWE,266088000,3
SWE,266091000,3
SWE,266097000,3
SWE,266147000,3
SWE,266148000,3
SWE,266150000,3
SWE,266160000,3
SWE,266166000,3
SWE,266174000,3
SWE,266180000,3
SWE,266199000,3
SWE,266274000,3
SWE,266322000,3
SWE,266348000,3
SWE,266352000,3
SWE,266408000,3
SWE,266437000,3
SWE,266461000,3
SYC,645474000,3
SYC,664000023,3
SYC,664062000,3
SYC,664070000,3
SYC,664075000,3
SYC,664078000,3
SYC,664085000,3
SYC,664089000,3
SYC,664095000,3
SYC,664544000,3
SYC,664545000,3
SYC,664567000,3
SYC,664572000,3
SYC,664582000,3
SYC,664630000,3
SYC,664632000,3
TUN,672051000,3
TUN,672543000,3
TUN,672726000,3
TUR,271056049,3
TUR,271062132,3
TUR,271072246,3
TUR,271072438,3
TUR,271072492,3
TUR,271072526,3
TUR,271072574,3
TUR,271072644,3
TUR,271072834,3
TUR,271072849,3
TUR,271073128,3
TUR,271073152,3
TUR,271073172,3
TUR,271073198,3
TWN,200016052,3
TWN,416000017,3
TWN,416000029,3
TWN,416000141,3
TWN,416000154,3
TWN,416000199,3
TWN,416000212,3
TWN,416000223,3
TWN,416000238,3
TWN,416000251,3
TWN,416000275,3
TWN,416000344,3
TWN,416000361,3
TWN,416000466,3
TWN,416000469,3
TWN,416000594,3
TWN,416000632,3
TWN,416000652,3
TWN,416000662,3
TWN,416000775,3
TWN,416000776,3
TWN,416000819,3
TWN,416000836,3
TWN,416000978,3
TWN,416001159,3
TWN,416001252,3
TWN,416001344,3
TWN,416001355,3
TWN,416001461,3
TWN,416001547,3
TWN,416001567,3
TWN,416001838,3
TWN,416001965,3
TWN,416002051,3
TWN,416002061,3
TWN,416002165,3
TWN,416002174,3
TWN,416002178,3
TWN,416002198,3
TWN,416002216,3
TWN,416002218,3
TWN,416002235,3
TWN,416002274,3
TWN,416002282,3
TWN,416002415,3
TWN,416002425,3
TWN,416002447,3
TWN,416002492,3
TWN,416002494,3
TWN,416002537,3
TWN,416002566,3
TWN,416002568,3
TWN,416002575,3
TWN,416002591,3
TWN,416002643,3
TWN,416002655,3
TWN,416002659,3
TWN,416002667,3
TWN,416002681,3
TWN,416002686,3
TWN,416002695,3
TWN,416002731,3
TWN,416002747,3
TWN,416002767,3
TWN,416002779,3
TWN,416002858,3
TWN,416002859,3
TWN,416002865,3
TWN,416002888,3
TWN,416002922,3
TWN,416002998,3
TWN,416003009,3
TWN,416003055,3
TWN,416003068,3
TWN,416003149,3
TWN,416003158,3
TWN,416003272,3
TWN,416003409,3
TWN,416003452,3
TWN,416003463,3
TWN,416003496,3
TWN,416003561,3
TWN,416003627,3
TWN,416003684,3
TWN,416003735,3
TWN,416003756,3
TWN,416003867,3
TWN,416003933,3
TWN,416003984,3
TWN,416004048,3
TWN,416004073,3
TWN,416004098,3
TWN,416004105,3
TWN,416004214,3
TWN,416004299,3
TWN,416004324,3
TWN,416004363,3
TWN,416004369,3
TWN,416004453,3
TWN,416004583,3
TWN,416004624,3
TWN,416004627,3
TWN,416004635,3
TWN,416004638,3
TWN,416004648,3
TWN,416004681,3
TWN,416004693,3
TWN,416004718,3
TWN,416004729,3
TWN,416004772,3
TWN,416004773,3
TWN,416004775,3
TWN,416004797,3
TWN,416004851,3
TWN,416004856,3
TWN,416004857,3
TWN,416004903,3
TWN,416004904,3
TWN,416005007,3
TWN,416005082,3
TWN,416005088,3
TWN,416005233,3
TWN,416005307,3
TWN,416005482,3
TWN,416005540,3
TWN,416011800,3
TWN,416018500,3
TWN,416031600,3
TWN,416043600,3
TWN,416058900,3
TWN,416060500,3
TWN,416071500,3
TWN,416079500,3
TWN,416084600,3
TWN,416086600,3
TWN,416090500,3
TWN,416098600,3
TWN,416118500,3
TWN,416126500,3
TWN,416126800,3
TWN,416127500,3
TWN,416131500,3
TWN,416149700,3
TWN,416164900,3
TWN,416165700,3
TWN,416168500,3
TWN,416168600,3
TWN,416171800,3
TWN,416171900,3
TWN,416173800,3
TWN,416173900,3
TWN,416176700,3
TWN,416187800,3
TWN,416189600,3
TWN,416189700,3
TWN,416191500,3
TWN,416193900,3
TWN,416196700,3
TWN,416197900,3
TWN,416208900,3
TWN,416210500,3
TWN,416210600,3
TWN,416212700,3
TWN,416220900,3
TWN,416225500,3
TWN,416226600,3
TWN,416228600,3
TWN,416229500,3
TWN,416231500,3
TWN,416232500,3
TWN,416233800,3
TWN,416233900,3
TWN,416236800,3
TWN,416236900,3
TWN,416238600,3
TWN,416239500,3
TWN,416239600,3
TWN,416240500,3
TWN,416240700,3
TWN,416241600,3
TWN,416241700,3
TWN,416241900,3
TWN,416243800,3
TWN,416243900,3
TWN,416244800,3
TWN,416246500,3
TWN,416246900,3
TWN,416248500,3
TWN,416252500,3
TWN,416252600,3
TWN,416253500,3
TWN,416298180,3
TWN,416312000,3
TWN,416329000,3
TWN,416330000,3
TWN,416330218,3
TWN,416337377,3
TWN,416342000,3
TWN,416503000,3
TWN,416529000,3
TWN,416536000,3
TWN,416692000,3
TWN,416704000,3
TWN,416706000,3
TWN,416741000,3
TWN,416766000,3
TWN,416768000,3
TWN,416772000,3
TWN,416791000,3
TWN,416850000,3
TWN,416873000,3
TWN,416883418,3
TWN,664216000,3
URY,770055381,3
URY,770576096,3
URY,770576118,3
URY,770576122,3
USA,303546000,3
USA,338013000,3
USA,338250000,3
USA,338296000,3
USA,338367000,3
USA,366046000,3
USA,366270000,3
USA,366298000,3
USA,366748340,3
USA,366788910,3
USA,366841820,3
USA,366909230,3
USA,366909880,3
USA,366920620,3
USA,367045610,3
USA,367064000,3
USA,367082010,3
USA,367083630,3
USA,367093360,3
USA,367124070,3
USA,367157020,3
USA,367172760,3
USA,367179270,3
USA,367320820,3
USA,367323610,3
USA,367327310,3
USA,367353430,3
USA,367363350,3
USA,367375120,3
USA,367423310,3
USA,367440310,3
USA,367444760,3
USA,367490140,3
USA,367569490,3
USA,367577170,3
USA,367578510,3
USA,367593450,3
USA,367609000,3
USA,367637610,3
USA,367662000,3
USA,367672390,3
USA,367681130,3
USA,367692620,3
USA,367711550,3
USA,367755210,3
USA,368085000,3
USA,368409000,3
USA,368446000,3
USA,368492000,3
USA,368926266,3
USA,369283000,3
VCT,377901045,3
VEN,775627000,3
VEN,775629000,3
VUT,576093000,3
VUT,576660000,3
VUT,576737000,3
VUT,577145000,3
VUT,577246000,3
VUT,577259000,3
VUT,577289000,3
VUT,577309000,3
WSM,561021014,3
WSM,561501015,3
WSM,561501107,3
ZAF,601111600,3
ZAF,601137900,3
ZAF,601189200,3
ZAF,601249400,3
ZAF,601458000,3
ZAF,601974000,3
AGO,603100139,2
AGO,603100141,2
AGO,603100157,2
AGO,603100159,2
AGO,603100160,2
AGO,603100161,2
AGO,603100164,2
AGO,603100175,2
AGO,603100182,2
AGO,603100286,2
AGO,603100348,2
AGO,603343244,2
ALB,201000463,2
ALB,201100100,2
ALB,201100188,2
ALB,201102468,2
ALB,201110027,2
ALB,201110039,2
ALB,201601201,2
ALB,201601282,2
ALB,201601294,2
ALB,201601542,2
ALB,201707002,2
ALB,201786789,2
ALB,201802003,2
ARG,701000517,2
ARG,701000540,2
ARG,701000547,2
ARG,701000551,2
ARG,701000564,2
ARG,701000596,2
ARG,701000604,2
ARG,701000621,2
ARG,701000631,2
ARG,701000632,2
ARG,701000652,2
ARG,701000663,2
ARG,701000672,2
ARG,701000677,2
ARG,701000689,2
ARG,701000691,2
ARG,701000725,2
ARG,701000770,2
ARG,701000816,2
ARG,701000829,2
ARG,701000844,2
ARG,701000850,2
ARG,701000852,2
ARG,701000860,2
ARG,701000867,2
ARG,701000875,2
ARG,701000878,2
ARG,701000907,2
ARG,701000908,2
ARG,701000924,2
ARG,701000945,2
ARG,701000947,2
ARG,701000962,2
ARG,701000964,2
ARG,701000965,2
ARG,701006003,2
ARG,701006044,2
ARG,701006046,2
ARG,701006056,2
ARG,701006085,2
ARG,701006119,2
ARG,701006131,2
ARG,701006133,2
ARG,701006135,2
ARG,701006138,2
ARG,701006139,2
ARG,701006145,2
ARG,701006147,2
ARG,701006149,2
ARG,701006151,2
ARG,701006182,2
ARG,701006183,2
ARG,701006235,2
ARG,701006637,2
ARG,701006640,2
ARG,701006731,2
ARG,701006733,2
ARG,701006749,2
ARG,701006754,2
ARG,701006755,2
ARG,701007017,2
ARG,701007020,2
ARG,701007026,2
ARG,701007063,2
ARG,701037000,2
ARG,701055000,2
ARG,701062000,2
ARG,701074000,2
ARG,701097000,2
ATF,607083738,2
AUS,503006580,2
AUS,503047480,2
AUS,503072980,2
AUS,503586500,2
BEL,205010000,2
BEL,205264000,2
BEL,205271000,2
BEL,205293000,2
BEL,205320000,2
BEL,205345000,2
BEL,205375830,2
BEL,205632000,2
BEL,205788400,2
BGR,207293000,2
BGR,207326000,2
BGR,207343400,2
BGR,207343600,2
BGR,207429000,2
BGR,207822620,2
BGR,207824340,2
BGR,207827320,2
BGR,207828370,2
BGR,207828940,2
BGR,207829290,2
BGR,207829360,2
BGR,207829520,2
BGR,207829660,2
BGR,207829830,2
BGR,207832280,2
BHR,408903455,2
BHR,408904470,2
BHR,408906515,2
BHR,408906522,2
BHR,408906533,2
BHR,408906535,2
BHR,408906536,2
BHR,408906548,2
BHR,408906549,2
BHR,408906553,2
BHR,408906555,2
BHR,408906562,2
BHR,408906578,2
BHR,408906583,2
BHR,408906585,2
BHR,408906587,2
BHR,408906588,2
BHR,408906591,2
BHR,408906603,2
BHR,408906606,2
BHR,408906619,2
BHR,408906627,2
BHR,408906643,2
BHR,408906656,2
BHR,408906866,2
BHR,408906891,2
BHR,408906892,2
BHR,408906893,2
BHR,408906895,2
BHR,408906899,2
