flag,ssvid,n
BHR,408906902,2
BHR,408906903,2
BHR,408906906,2
BHR,408906918,2
BHR,408906922,2
BHR,408906923,2
BHR,408906925,2
BHR,408906928,2
BHR,408906944,2
BHR,408906948,2
BHR,408906951,2
BHR,408906961,2
BHR,408906966,2
BHR,408906971,2
BHR,408906974,2
BHR,408906981,2
BHR,408906982,2
BHR,408906993,2
BHR,408906994,2
BHR,408906997,2
BHR,408906999,2
BHR,408907000,2
BHR,408907006,2
BHR,408907020,2
BHR,408907025,2
BHR,994081123,2
BLZ,312027000,2
BLZ,312106000,2
BLZ,312605000,2
BLZ,312677000,2
BLZ,312795000,2
BTN,410000502,2
BTN,410356666,2
BTN,410442356,2
BTN,410875245,2
CAN,316001021,2
CAN,316001022,2
CAN,316001028,2
CAN,316001412,2
CAN,316001514,2
CAN,316001854,2
CAN,316002097,2
CAN,316002518,2
CAN,316002731,2
CAN,316002764,2
CAN,316002950,2
CAN,316003050,2
CAN,316003365,2
CAN,316003447,2
CAN,316003448,2
CAN,316003459,2
CAN,316003486,2
CAN,316003527,2
CAN,316003610,2
CAN,316003701,2
CAN,316003703,2
CAN,316003890,2
CAN,316004040,2
CAN,316004170,2
CAN,316004180,2
CAN,316004191,2
CAN,316004250,2
CAN,316004663,2
CAN,316004867,2
CAN,316004908,2
CAN,316005100,2
CAN,316005154,2
CAN,316005259,2
CAN,316005448,2
CAN,316005460,2
CAN,316005667,2
CAN,316005668,2
CAN,316005669,2
CAN,316005772,2
CAN,316005782,2
CAN,316005998,2
CAN,316006163,2
CAN,316006663,2
CAN,316006888,2
CAN,316007088,2
CAN,316007157,2
CAN,316007587,2
CAN,316007876,2
CAN,316007950,2
CAN,316008380,2
CAN,316008413,2
CAN,316008968,2
CAN,316009210,2
CAN,316009906,2
CAN,316010260,2
CAN,316010284,2
CAN,316010360,2
CAN,316011441,2
CAN,316011650,2
CAN,316012240,2
CAN,316012248,2
CAN,316012580,2
CAN,316013054,2
CAN,316013198,2
CAN,316013610,2
CAN,316013660,2
CAN,316014803,2
CAN,316015074,2
CAN,316015632,2
CAN,316019447,2
CAN,316020583,2
CAN,316020762,2
CAN,316021342,2
CAN,316022008,2
CAN,316022149,2
CAN,316022454,2
CAN,316023543,2
CAN,316023595,2
CAN,316025389,2
CAN,316025856,2
CAN,316026078,2
CAN,316027399,2
CAN,316065000,2
CHN,338,2
CHN,430,2
CHN,123581,2
CHN,8072933,2
CHN,8082689,2
CHN,8800001,2
CHN,8804111,2
CHN,8805006,2
CHN,9021550,2
CHN,9021600,2
CHN,9022005,2
CHN,9022979,2
CHN,100000654,2
CHN,100023456,2
CHN,100044559,2
CHN,100200532,2
CHN,100200571,2
CHN,100700239,2
CHN,100700240,2
CHN,100700241,2
CHN,100700772,2
CHN,100700807,2
CHN,100701004,2
CHN,100701528,2
CHN,100701567,2
CHN,100701580,2
CHN,100701608,2
CHN,100702080,2
CHN,100702634,2
CHN,100703790,2
CHN,100705204,2
CHN,100705879,2
CHN,100710414,2
CHN,100807129,2
CHN,100880706,2
CHN,100881831,2
CHN,100885124,2
CHN,100886173,2
CHN,100889773,2
CHN,100893908,2
CHN,100895545,2
CHN,100895574,2
CHN,100896475,2
CHN,100896576,2
CHN,100897407,2
CHN,100897502,2
CHN,100897886,2
CHN,100898146,2
CHN,100898304,2
CHN,100898317,2
CHN,100898322,2
CHN,100898450,2
CHN,100898986,2
CHN,100899037,2
CHN,100899367,2
CHN,100900039,2
CHN,100900069,2
CHN,100900146,2
CHN,100900152,2
CHN,100900194,2
CHN,100900256,2
CHN,100900310,2
CHN,100901211,2
CHN,100902541,2
CHN,100905666,2
CHN,100906000,2
CHN,100942003,2
CHN,101307108,2
CHN,101406006,2
CHN,101406838,2
CHN,101408028,2
CHN,101408227,2
CHN,101500984,2
CHN,101501105,2
CHN,101501448,2
CHN,101600132,2
CHN,101600293,2
CHN,101600674,2
CHN,101600904,2
CHN,102045826,2
CHN,105850055,2
CHN,108668216,2
CHN,108668218,2
CHN,108668972,2
CHN,108669394,2
CHN,108669635,2
CHN,108669880,2
CHN,110700044,2
CHN,110703359,2
CHN,110705330,2
CHN,110706766,2
CHN,111357575,2
CHN,114885212,2
CHN,115677887,2
CHN,115678999,2
CHN,120111111,2
CHN,120788999,2
CHN,123244111,2
CHN,123457112,2
CHN,123457890,2
CHN,125000000,2
CHN,130400918,2
CHN,130700727,2
CHN,136886888,2
CHN,138592682,2
CHN,140000043,2
CHN,140000229,2
CHN,150002597,2
CHN,150200729,2
CHN,150202305,2
CHN,150202669,2
CHN,150202689,2
CHN,150202824,2
CHN,150203068,2
CHN,150203755,2
CHN,150204243,2
CHN,150204295,2
CHN,150204332,2
CHN,150400381,2
CHN,150402149,2
CHN,151002647,2
CHN,153311000,2
CHN,155005446,2
CHN,158000016,2
CHN,160000001,2
CHN,160400500,2
CHN,161000737,2
CHN,165020131,2
CHN,168762588,2
CHN,180507350,2
CHN,200000013,2
CHN,200000158,2
CHN,200000503,2
CHN,200000556,2
CHN,200000583,2
CHN,200000893,2
CHN,200001314,2
CHN,200001351,2
CHN,200001449,2
CHN,200001751,2
CHN,200001895,2
CHN,200001903,2
CHN,200002733,2
CHN,200002908,2
CHN,200003911,2
CHN,200004038,2
CHN,200004440,2
CHN,200004467,2
CHN,200004654,2
CHN,200004994,2
CHN,200005348,2
CHN,200005362,2
CHN,200005406,2
CHN,200005873,2
CHN,200006023,2
CHN,200006334,2
CHN,200006400,2
CHN,200007079,2
CHN,200007447,2
CHN,200007491,2
CHN,200007492,2
CHN,200007633,2
CHN,200007809,2
CHN,200007812,2
CHN,200007815,2
CHN,200007846,2
CHN,200007913,2
CHN,200008248,2
CHN,200008433,2
CHN,200008765,2
CHN,200008820,2
CHN,200008869,2
CHN,200009088,2
CHN,200009118,2
CHN,200009668,2
CHN,200009957,2
CHN,200010197,2
CHN,200010231,2
CHN,200010438,2
CHN,200010631,2
CHN,200010640,2
CHN,200010974,2
CHN,200011329,2
CHN,200011377,2
CHN,200011668,2
CHN,200011713,2
CHN,200011738,2
CHN,200011743,2
CHN,200011803,2
CHN,200011827,2
CHN,200011833,2
CHN,200011834,2
CHN,200011903,2
CHN,200012197,2
CHN,200012217,2
CHN,200012320,2
CHN,200012356,2
CHN,200012358,2
CHN,200012786,2
CHN,200012795,2
CHN,200012842,2
CHN,200012951,2
CHN,200013008,2
CHN,200013028,2
CHN,200013063,2
CHN,200013073,2
CHN,200013096,2
CHN,200013312,2
CHN,200013417,2
CHN,200013861,2
CHN,200013902,2
CHN,200013905,2
CHN,200014129,2
CHN,200014208,2
CHN,200014267,2
CHN,200014646,2
CHN,200014657,2
CHN,200015582,2
CHN,200015628,2
CHN,200015639,2
CHN,200015665,2
CHN,200015710,2
CHN,200015713,2
CHN,200015734,2
CHN,200015777,2
CHN,200015891,2
CHN,200015936,2
CHN,200016059,2
CHN,200016905,2
CHN,200016935,2
CHN,200016944,2
CHN,200016955,2
CHN,200017409,2
CHN,200018027,2
CHN,200018217,2
CHN,200018413,2
CHN,200018464,2
CHN,200018470,2
CHN,200018485,2
CHN,200018522,2
CHN,200018528,2
CHN,200018892,2
CHN,200018912,2
CHN,200018992,2
CHN,200019035,2
CHN,200019073,2
CHN,200019079,2
CHN,200019090,2
CHN,200019144,2
CHN,200019193,2
CHN,200019272,2
CHN,200019403,2
CHN,200019570,2
CHN,200019590,2
CHN,200019602,2
CHN,200019819,2
CHN,200019842,2
CHN,200019916,2
CHN,200019943,2
CHN,200019964,2
CHN,200020270,2
CHN,200020500,2
CHN,200020564,2
CHN,200020567,2
CHN,200020592,2
CHN,200020601,2
CHN,200020605,2
CHN,200020671,2
CHN,200020681,2
CHN,200020739,2
CHN,200020741,2
CHN,200020764,2
CHN,200020800,2
CHN,200020820,2
CHN,200020831,2
CHN,200020832,2
CHN,200020853,2
CHN,200020907,2
CHN,200020924,2
CHN,200021029,2
CHN,200021065,2
CHN,200021224,2
CHN,200021227,2
CHN,200021259,2
CHN,200021445,2
CHN,200021448,2
CHN,200021483,2
CHN,200021503,2
CHN,200021504,2
CHN,200021514,2
CHN,200021813,2
CHN,200021845,2
CHN,200021916,2
CHN,200021943,2
CHN,200021955,2
CHN,200021962,2
CHN,200022024,2
CHN,200022029,2
CHN,200022070,2
CHN,200022201,2
CHN,200022372,2
CHN,200022385,2
CHN,200022398,2
CHN,200022419,2
CHN,200022464,2
CHN,200022540,2
CHN,200022557,2
CHN,200022568,2
CHN,200022584,2
CHN,200022608,2
CHN,200022761,2
CHN,200022796,2
CHN,200022908,2
CHN,200022926,2
CHN,200022930,2
CHN,200023438,2
CHN,200023555,2
CHN,200023780,2
CHN,200023933,2
CHN,200024208,2
CHN,200024268,2
CHN,200024269,2
CHN,200024417,2
CHN,200024453,2
CHN,200024720,2
CHN,200024859,2
CHN,200026899,2
CHN,200026923,2
CHN,200026933,2
CHN,200026936,2
CHN,200026954,2
CHN,200026964,2
CHN,200026975,2
CHN,200027001,2
CHN,200027129,2
CHN,200027144,2
CHN,200027251,2
CHN,200027254,2
CHN,200027263,2
CHN,200027289,2
CHN,200027425,2
CHN,200027463,2
CHN,200027468,2
CHN,200027496,2
CHN,200027608,2
CHN,200027661,2
CHN,200027679,2
CHN,200027704,2
CHN,200027722,2
CHN,200027729,2
CHN,200027740,2
CHN,200027805,2
CHN,200027949,2
CHN,200027962,2
CHN,200028106,2
CHN,200028487,2
CHN,200028527,2
CHN,200032906,2
CHN,200032908,2
CHN,200032911,2
CHN,200032928,2
CHN,200032994,2
CHN,200033037,2
CHN,200033129,2
CHN,200033203,2
CHN,200034921,2
CHN,200035053,2
CHN,200036134,2
CHN,200036144,2
CHN,200036148,2
CHN,200041567,2
CHN,200041666,2
CHN,200041899,2
CHN,200041913,2
CHN,200041952,2
CHN,200041960,2
CHN,200042113,2
CHN,200042335,2
CHN,200042373,2
CHN,200050718,2
CHN,200050805,2
CHN,200050815,2
CHN,200050883,2
CHN,200051167,2
CHN,200051194,2
CHN,200051216,2
CHN,200051558,2
CHN,200074387,2
CHN,200086666,2
CHN,200088777,2
CHN,200108788,2
CHN,200500682,2
CHN,200564683,2
CHN,200931247,2
CHN,201200922,2
CHN,201700002,2
CHN,212121212,2
CHN,213421015,2
CHN,213667777,2
CHN,215555566,2
CHN,222443899,2
CHN,230100396,2
CHN,235458738,2
CHN,247637568,2
CHN,270027906,2
CHN,273368012,2
CHN,280319899,2
CHN,288921039,2
CHN,290000000,2
CHN,290000004,2
CHN,307797732,2
CHN,312740000,2
CHN,320401605,2
CHN,320601317,2
CHN,320602266,2
CHN,320603445,2
CHN,320603666,2
CHN,325686538,2
CHN,333333666,2
CHN,351404723,2
CHN,353000001,2
CHN,400051265,2
CHN,400214674,2
CHN,400888475,2
CHN,400908756,2
CHN,410632542,2
CHN,411062535,2
CHN,412000106,2
CHN,412000139,2
CHN,412000218,2
CHN,412000321,2
CHN,412000589,2
CHN,412000669,2
CHN,412000699,2
CHN,412000705,2
CHN,412000832,2
CHN,412000887,2
CHN,412001071,2
CHN,412001203,2
CHN,412001468,2
CHN,412001899,2
CHN,412002378,2
CHN,412002501,2
CHN,412002768,2
CHN,412003568,2
CHN,412004059,2
CHN,412004312,2
CHN,412004574,2
CHN,412005007,2
CHN,412005010,2
CHN,412005608,2
CHN,412006677,2
CHN,412007868,2
CHN,412008101,2
CHN,412008142,2
CHN,412008555,2
CHN,412011216,2
CHN,412012089,2
CHN,412012178,2
CHN,412015092,2
CHN,412015287,2
CHN,412018988,2
CHN,412021352,2
CHN,412021684,2
CHN,412021986,2
CHN,412023892,2
CHN,412025003,2
CHN,412025012,2
CHN,412025046,2
CHN,412025175,2
CHN,412025623,2
CHN,412025988,2
CHN,412031015,2
CHN,412033143,2
CHN,412035071,2
CHN,412035257,2
CHN,412035376,2
CHN,412035518,2
CHN,412035867,2
CHN,412036577,2
CHN,412038855,2
CHN,412040923,2
CHN,412045749,2
CHN,412051262,2
CHN,412051971,2
CHN,412052055,2
CHN,412053266,2
CHN,412058168,2
CHN,412058859,2
CHN,412059127,2
CHN,412059691,2
CHN,412060096,2
CHN,412061008,2
CHN,412061108,2
CHN,412061438,2
CHN,412061451,2
CHN,412061456,2
CHN,412061477,2
CHN,412061488,2
CHN,412061496,2
CHN,412061755,2
CHN,412061766,2
CHN,412061799,2
CHN,412061815,2
CHN,412061823,2
CHN,412061857,2
CHN,412061858,2
CHN,412061863,2
CHN,412061870,2
CHN,412061880,2
CHN,412061939,2
CHN,412061960,2
CHN,412061973,2
CHN,412063851,2
CHN,412066019,2
CHN,412066377,2
CHN,412068897,2
CHN,412068899,2
CHN,412068963,2
CHN,412068998,2
CHN,412068999,2
CHN,412069266,2
CHN,412070118,2
CHN,412071028,2
CHN,412080181,2
CHN,412082313,2
CHN,412087002,2
CHN,412087006,2
CHN,412088865,2
CHN,412096216,2
CHN,412101890,2
CHN,412108149,2
CHN,412110058,2
CHN,412110254,2
CHN,412111323,2
CHN,412111515,2
CHN,412112233,2
CHN,412123234,2
CHN,412125755,2
CHN,412130281,2
CHN,412131228,2
CHN,412135168,2
CHN,412151206,2
CHN,412155556,2
CHN,412160108,2
CHN,412160110,2
CHN,412181818,2
CHN,412189028,2
CHN,412189655,2
CHN,412197838,2
CHN,412200007,2
CHN,412200039,2
CHN,412200115,2
CHN,412200116,2
CHN,412200158,2
CHN,412200218,2
CHN,412200231,2
CHN,412200251,2
CHN,412200368,2
CHN,412200389,2
CHN,412200507,2
CHN,412200545,2
CHN,412200588,2
CHN,412200596,2
CHN,412200605,2
CHN,412200609,2
CHN,412200642,2
CHN,412200667,2
CHN,412200668,2
CHN,412200742,2
CHN,412200985,2
CHN,412200988,2
CHN,412200989,2
CHN,412200999,2
CHN,412201009,2
CHN,412201157,2
CHN,412201170,2
CHN,412201176,2
CHN,412201195,2
CHN,412201218,2
CHN,412201245,2
CHN,412201288,2
CHN,412201312,2
CHN,412201388,2
CHN,412201603,2
CHN,412201739,2
CHN,412201825,2
CHN,412201826,2
CHN,412201827,2
CHN,412201833,2
CHN,412201835,2
CHN,412201836,2
CHN,412201837,2
CHN,412202222,2
CHN,412202491,2
CHN,412202497,2
CHN,412202503,2
CHN,412202643,2
CHN,412202673,2
CHN,412202701,2
CHN,412202803,2
CHN,412203045,2
CHN,412203223,2
CHN,412203252,2
CHN,412203488,2
CHN,412204006,2
CHN,412204173,2
CHN,412204372,2
CHN,412204915,2
CHN,412205097,2
CHN,412205166,2
CHN,412205337,2
CHN,412205420,2
CHN,412205527,2
CHN,412205558,2
CHN,412205699,2
CHN,412205733,2
CHN,412206073,2
CHN,412206182,2
CHN,412206417,2
CHN,412206715,2
CHN,412206721,2
CHN,412206732,2
CHN,412206929,2
CHN,412206971,2
CHN,412207018,2
CHN,412207062,2
CHN,412207133,2
CHN,412207567,2
CHN,412208898,2
CHN,412209002,2
CHN,412209003,2
CHN,412209008,2
CHN,412209056,2
CHN,412209063,2
CHN,412209076,2
CHN,412209112,2
CHN,412209122,2
CHN,412209125,2
CHN,412209126,2
CHN,412209127,2
CHN,412209128,2
CHN,412209151,2
CHN,412209155,2
CHN,412209157,2
CHN,412209195,2
CHN,412209201,2
CHN,412209202,2
CHN,412209207,2
CHN,412209208,2
CHN,412209209,2
CHN,412209211,2
CHN,412209212,2
CHN,412209213,2
CHN,412210055,2
CHN,412210099,2
CHN,412210137,2
CHN,412210243,2
CHN,412210577,2
CHN,412210864,2
CHN,412210866,2
CHN,412210875,2
CHN,412210898,2
CHN,412211055,2
CHN,412211129,2
CHN,412211173,2
CHN,412211182,2
CHN,412211239,2
CHN,412211319,2
CHN,412211520,2
CHN,412211597,2
CHN,412211684,2
CHN,412211821,2
CHN,412211842,2
CHN,412212135,2
CHN,412212164,2
CHN,412212235,2
CHN,412212304,2
CHN,412213691,2
CHN,412213855,2
CHN,412213856,2
CHN,412213866,2
CHN,412213888,2
CHN,412213925,2
CHN,412213942,2
CHN,412214131,2
CHN,412214141,2
CHN,412214376,2
CHN,412214507,2
CHN,412214679,2
CHN,412214715,2
CHN,412214736,2
CHN,412215051,2
CHN,412215095,2
CHN,412215098,2
CHN,412215102,2
CHN,412215163,2
CHN,412215177,2
CHN,412215327,2
CHN,412215372,2
CHN,412215374,2
CHN,412215378,2
CHN,412215382,2
CHN,412215394,2
CHN,412215418,2
CHN,412215423,2
CHN,412215478,2
CHN,412215505,2
CHN,412215523,2
CHN,412215535,2
CHN,412215548,2
CHN,412215549,2
CHN,412215554,2
CHN,412215566,2
CHN,412215656,2
CHN,412215678,2
CHN,412215695,2
CHN,412215997,2
CHN,412216111,2
CHN,412216121,2
CHN,412216942,2
CHN,412219066,2
CHN,412219067,2
CHN,412220000,2
CHN,412221482,2
CHN,412221728,2
CHN,412221787,2
CHN,412221788,2
CHN,412222801,2
CHN,412222821,2
CHN,412222877,2
CHN,412222888,2
CHN,412222978,2
CHN,412225668,2
CHN,412229988,2
CHN,412233802,2
CHN,412234007,2
CHN,412235103,2
CHN,412235578,2
CHN,412235634,2
CHN,412235959,2
CHN,412253562,2
CHN,412258147,2
CHN,412258788,2
CHN,412258973,2
CHN,412268768,2
CHN,412268888,2
CHN,412280958,2
CHN,412280979,2
CHN,412280983,2
CHN,412281292,2
CHN,412281293,2
CHN,412285688,2
CHN,412286344,2
CHN,412286345,2
CHN,412286362,2
CHN,412286367,2
CHN,412286371,2
CHN,412286786,2
CHN,412286868,2
CHN,412286884,2
CHN,412286887,2
CHN,412288556,2
CHN,412300078,2
CHN,412301006,2
CHN,412301899,2
CHN,412302269,2
CHN,412302333,2
CHN,412302363,2
CHN,412302568,2
CHN,412302588,2
CHN,412302766,2
CHN,412302926,2
CHN,412303339,2
CHN,412304777,2
CHN,412304818,2
CHN,412305036,2
CHN,412306663,2
CHN,412306699,2
CHN,412306788,2
CHN,412308118,2
CHN,412311050,2
CHN,412311236,2
CHN,412312151,2
CHN,412312568,2
CHN,412313087,2
CHN,412315005,2
CHN,412315023,2
CHN,412315276,2
CHN,412316888,2
CHN,412318238,2
CHN,412320003,2
CHN,412320008,2
CHN,412320012,2
CHN,412320016,2
CHN,412320032,2
CHN,412320035,2
CHN,412320059,2
CHN,412320069,2
CHN,412320078,2
CHN,412320087,2
CHN,412320088,2
CHN,412320092,2
CHN,412320093,2
CHN,412320112,2
CHN,412320114,2
CHN,412320141,2
CHN,412320151,2
CHN,412320154,2
CHN,412320155,2
CHN,412320187,2
CHN,412320242,2
CHN,412320297,2
CHN,412320303,2
CHN,412320386,2
CHN,412320387,2
CHN,412320402,2
CHN,412320421,2
CHN,412320424,2
CHN,412320426,2
CHN,412320427,2
CHN,412320451,2
CHN,412320455,2
CHN,412320467,2
CHN,412320493,2
CHN,412320501,2
CHN,412320532,2
CHN,412320547,2
CHN,412320602,2
CHN,412320603,2
CHN,412320622,2
CHN,412320645,2
CHN,412320663,2
CHN,412320727,2
CHN,412320778,2
CHN,412320848,2
CHN,412320879,2
CHN,412320883,2
CHN,412320887,2
CHN,412320892,2
CHN,412320893,2
CHN,412320923,2
CHN,412320962,2
CHN,412320963,2
CHN,412320969,2
CHN,412320977,2
CHN,412320978,2
CHN,412321002,2
CHN,412321035,2
CHN,412321053,2
CHN,412321054,2
CHN,412321058,2
CHN,412321081,2
CHN,412321126,2
CHN,412321127,2
CHN,412321132,2
CHN,412321134,2
CHN,412321141,2
CHN,412321149,2
CHN,412321155,2
CHN,412321207,2
CHN,412321229,2
CHN,412321249,2
CHN,412321283,2
CHN,412321299,2
CHN,412321312,2
CHN,412321315,2
CHN,412321324,2
CHN,412321332,2
CHN,412321357,2
CHN,412321416,2
CHN,412321455,2
CHN,412321469,2
CHN,412321533,2
CHN,412321562,2
CHN,412321591,2
CHN,412321592,2
CHN,412321619,2
CHN,412321621,2
CHN,412321636,2
CHN,412321656,2
CHN,412321666,2
CHN,412321678,2
CHN,412321687,2
CHN,412321711,2
CHN,412321713,2
CHN,412321714,2
CHN,412321843,2
CHN,412321921,2
CHN,412322019,2
CHN,412322045,2
CHN,412322072,2
CHN,412322174,2
CHN,412322789,2
CHN,412323085,2
CHN,412323532,2
CHN,412324425,2
CHN,412324471,2
CHN,412324579,2
CHN,412324658,2
CHN,412324726,2
CHN,412324781,2
CHN,412324839,2
CHN,412324879,2
CHN,412324932,2
CHN,412324933,2
CHN,412324937,2
CHN,412324938,2
CHN,412324952,2
CHN,412324973,2
CHN,412324974,2
CHN,412324984,2
CHN,412325009,2
CHN,412325026,2
CHN,412325029,2
CHN,412325056,2
CHN,412325186,2
CHN,412325192,2
CHN,412325193,2
CHN,412325200,2
CHN,412325218,2
CHN,412325219,2
CHN,412325222,2
CHN,412325226,2
CHN,412325229,2
CHN,412325235,2
CHN,412325243,2
CHN,412325282,2
CHN,412325431,2
CHN,412325458,2
CHN,412325506,2
CHN,412325528,2
CHN,412325568,2
CHN,412325659,2
CHN,412325677,2
CHN,412325713,2
CHN,412325867,2
CHN,412325942,2
CHN,412326043,2
CHN,412326046,2
CHN,412326321,2
CHN,412326366,2
CHN,412326394,2
CHN,412326563,2
CHN,412326693,2
CHN,412326856,2
CHN,412327632,2
CHN,412327661,2
CHN,412327736,2
CHN,412327743,2
CHN,412327744,2
CHN,412327752,2
CHN,412327753,2
CHN,412327771,2
CHN,412327791,2
CHN,412327796,2
CHN,412327804,2
CHN,412327811,2
CHN,412327815,2
CHN,412327819,2
CHN,412327827,2
CHN,412327835,2
CHN,412327845,2
CHN,412327846,2
CHN,412327861,2
CHN,412327863,2
CHN,412327864,2
CHN,412327865,2
CHN,412327882,2
CHN,412327893,2
CHN,412327894,2
CHN,412327934,2
CHN,412327953,2
CHN,412327954,2
CHN,412327971,2
CHN,412328116,2
CHN,412328285,2
CHN,412328294,2
CHN,412328295,2
CHN,412328305,2
CHN,412328309,2
CHN,412328345,2
CHN,412328364,2
CHN,412328367,2
CHN,412328372,2
CHN,412328373,2
CHN,412328411,2
CHN,412328446,2
CHN,412328457,2
CHN,412328459,2
CHN,412328466,2
CHN,412328467,2
CHN,412328501,2
CHN,412328502,2
CHN,412328588,2
CHN,412328618,2
CHN,412328711,2
CHN,412328714,2
CHN,412328734,2
CHN,412328783,2
CHN,412328801,2
CHN,412328864,2
CHN,412328867,2
CHN,412328868,2
CHN,412328871,2
CHN,412328872,2
CHN,412328876,2
CHN,412328881,2
CHN,412328884,2
CHN,412328888,2
CHN,412328907,2
CHN,412328937,2
CHN,412328965,2
CHN,412328966,2
CHN,412328989,2
CHN,412328996,2
CHN,412329004,2
CHN,412329009,2
CHN,412329078,2
CHN,412329096,2
CHN,412329105,2
CHN,412329112,2
CHN,412329113,2
CHN,412329124,2
CHN,412329139,2
CHN,412329141,2
CHN,412329149,2
CHN,412329183,2
CHN,412329184,2
CHN,412329208,2
CHN,412329209,2
CHN,412329211,2
CHN,412329214,2
CHN,412329215,2
CHN,412329219,2
CHN,412329226,2
CHN,412329229,2
CHN,412329233,2
CHN,412329266,2
CHN,412329267,2
CHN,412329311,2
CHN,412329347,2
CHN,412329348,2
CHN,412329358,2
CHN,412329359,2
CHN,412329361,2
CHN,412329364,2
CHN,412329369,2
CHN,412329384,2
CHN,412329394,2
CHN,412329397,2
CHN,412329398,2
CHN,412329399,2
CHN,412329401,2
CHN,412329434,2
CHN,412329436,2
CHN,412329439,2
CHN,412329442,2
CHN,412329513,2
CHN,412329638,2
CHN,412329684,2
CHN,412329686,2
CHN,412329687,2
CHN,412329688,2
CHN,412329689,2
CHN,412329696,2
CHN,412329759,2
CHN,412329782,2
CHN,412329789,2
CHN,412329833,2
CHN,412329838,2
CHN,412329853,2
CHN,412329885,2
CHN,412329892,2
CHN,412329893,2
CHN,412329916,2
CHN,412329922,2
CHN,412329923,2
CHN,412329937,2
CHN,412329938,2
CHN,412329963,2
CHN,412329982,2
CHN,412329983,2
CHN,412329996,2
CHN,412330006,2
CHN,412330007,2
CHN,412330014,2
CHN,412330023,2
CHN,412330514,2
CHN,412330546,2
CHN,412330565,2
CHN,412330596,2
CHN,412330664,2
CHN,412330746,2
CHN,412330874,2
CHN,412330916,2
CHN,412330947,2
CHN,412330949,2
CHN,412330952,2
CHN,412330968,2
CHN,412330985,2
CHN,412331017,2
CHN,412331029,2
CHN,412331031,2
CHN,412331053,2
CHN,412331071,2
CHN,412331074,2
CHN,412331122,2
CHN,412331159,2
CHN,412331199,2
CHN,412331264,2
CHN,412331294,2
CHN,412331326,2
CHN,412331388,2
CHN,412331518,2
CHN,412332019,2
CHN,412332323,2
CHN,412332324,2
CHN,412333482,2
CHN,412333514,2
CHN,412333552,2
CHN,412334012,2
CHN,412334069,2
CHN,412335300,2
CHN,412335366,2
CHN,412336591,2
CHN,412336712,2
CHN,412341324,2
CHN,412341407,2
CHN,412342220,2
CHN,412342898,2
CHN,412345600,2
CHN,412347435,2
CHN,412349042,2
CHN,412349194,2
CHN,412349344,2
CHN,412349396,2
CHN,412349403,2
CHN,412349409,2
CHN,412349439,2
CHN,412349491,2
CHN,412349497,2
CHN,412349501,2
CHN,412349526,2
CHN,412349528,2
CHN,412349542,2
CHN,412349813,2
CHN,412349825,2
CHN,412349853,2
CHN,412350058,2
CHN,412350074,2
CHN,412351177,2
CHN,412352033,2
CHN,412352459,2
CHN,412352474,2
CHN,412352751,2
CHN,412352759,2
CHN,412352851,2
CHN,412352892,2
CHN,412352962,2
CHN,412353128,2
CHN,412353213,2
CHN,412353284,2
CHN,412354022,2
CHN,412354095,2
CHN,412354666,2
CHN,412354846,2
CHN,412354926,2
CHN,412354937,2
CHN,412355065,2
CHN,412356688,2
CHN,412358011,2
CHN,412358136,2
CHN,412358163,2
CHN,412358177,2
CHN,412358197,2
CHN,412359052,2
CHN,412360605,2
CHN,412364006,2
CHN,412364079,2
CHN,412364085,2
CHN,412364140,2
CHN,412364175,2
CHN,412364283,2
CHN,412364391,2
CHN,412364407,2
CHN,412364482,2
CHN,412364712,2
CHN,412364929,2
CHN,412365102,2
CHN,412365158,2
CHN,412365331,2
CHN,412365371,2
CHN,412365422,2
CHN,412365471,2
CHN,412365549,2
CHN,412365689,2
CHN,412365708,2
CHN,412365747,2
CHN,412365805,2
CHN,412365826,2
CHN,412365827,2
CHN,412365901,2
CHN,412365915,2
CHN,412365935,2
CHN,412365936,2
CHN,412365945,2
CHN,412365975,2
CHN,412369821,2
CHN,412374182,2
CHN,412375561,2
CHN,412376227,2
CHN,412376239,2
CHN,412376789,2
CHN,412377514,2
CHN,412386001,2
CHN,412386596,2
CHN,412386959,2
CHN,412388556,2
CHN,412389541,2
CHN,412399399,2
CHN,412399567,2
CHN,412400038,2
CHN,412400072,2
CHN,412400079,2
CHN,412400081,2
CHN,412400093,2
CHN,412400153,2
CHN,412400288,2
CHN,412400309,2
CHN,412400602,2
CHN,412400615,2
CHN,412400877,2
CHN,412400878,2
CHN,412400888,2
CHN,412401565,2
CHN,412401580,2
CHN,412408166,2
CHN,412410164,2
CHN,412410251,2
CHN,412410255,2
CHN,412410261,2
CHN,412410264,2
CHN,412410429,2
CHN,412410609,2
CHN,412410641,2
CHN,412410642,2
CHN,412410644,2
CHN,412410647,2
CHN,412410693,2
CHN,412410746,2
CHN,412410747,2
CHN,412410761,2
CHN,412410853,2
CHN,412411111,2
CHN,412411273,2
CHN,412411535,2
CHN,412411578,2
CHN,412411605,2
CHN,412411613,2
CHN,412411670,2
CHN,412411673,2
CHN,412411674,2
CHN,412411710,2
CHN,412411839,2
CHN,412411863,2
CHN,412411881,2
CHN,412411887,2
CHN,412411902,2
CHN,412411909,2
CHN,412411910,2
CHN,412411937,2
CHN,412412056,2
CHN,412412066,2
CHN,412412134,2
CHN,412412223,2
CHN,412412228,2
CHN,412412257,2
CHN,412412263,2
CHN,412412283,2
CHN,412412345,2
