,RegionName,Country,Category,Type,Constant 2018 USD,SSF_USD,Reported vs modeled estimates
1017,Europe,Croatia,Beneficial,Fisheries mangt.,9524970.569,1596413.323,Modeled
1018,Europe,Croatia,Beneficial,Fishery R&D,0,0,NA
1019,Europe,Croatia,Beneficial,MPAs,30231776.27,7088682.204,Modeled
1020,Europe,Croatia,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
1021,Europe,Croatia,Capacity-enhancing,Fisheries dev. projects,3833895.54,1810641.858,Modeled
1022,Europe,Croatia,Capacity-enhancing,Fishing port develop.,0,0,NA
1023,Europe,Croatia,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
1024,Europe,Croatia,Capacity-enhancing,Tax exemption,0,0,NA
1025,Europe,Croatia,Capacity-enhancing,Fishing access,50112.97,0,Reported
1026,Europe,Croatia,Capacity-enhancing,Fuel subsidies,0,0,NA
1027,Europe,Croatia,Ambiguous,Fisher assistance,0,0,NA
1028,Europe,Croatia,Ambiguous,Vessel buyback,0,0,NA
1029,Europe,Croatia,Ambiguous,Rural fisher communities,0,0,NA
1030,Europe,Denmark,Beneficial,Fisheries mangt.,9864278.813,1083056.312,Reported
1031,Europe,Denmark,Beneficial,Fishery R&D,49642694.78,0,Modeled
1032,Europe,Denmark,Beneficial,MPAs,71133967.21,5548449.016,Modeled
1033,Europe,Denmark,Capacity-enhancing,Boat constsruct. & renov.,38503641.44,6267068.703,Modeled
1034,Europe,Denmark,Capacity-enhancing,Fisheries dev. projects,2390097.943,0,Reported
1035,Europe,Denmark,Capacity-enhancing,Fishing port develop.,1431729.611,121510.5198,Modeled
1036,Europe,Denmark,Capacity-enhancing,Markt. & storage infrast.,1217533.842,0,Reported
1037,Europe,Denmark,Capacity-enhancing,Tax exemption,2328852.088,0,Reported
1038,Europe,Denmark,Capacity-enhancing,Fishing access,5976721.13,0,Reported
1039,Europe,Denmark,Capacity-enhancing,Fuel subsidies,54339882.05,4750041.107,Modeled
1040,Europe,Denmark,Ambiguous,Fisher assistance,1557227.111,0,Reported
1041,Europe,Denmark,Ambiguous,Vessel buyback,28057412.18,0,Modeled
1042,Europe,Denmark,Ambiguous,Rural fisher communities,0,0,NA
1043,Europe,Estonia,Beneficial,Fisheries mangt.,2846303.092,977834.6407,Modeled
1044,Europe,Estonia,Beneficial,Fishery R&D,211365.6744,0,Modeled
1045,Europe,Estonia,Beneficial,MPAs,45726485.06,3208032.829,Modeled
1046,Europe,Estonia,Capacity-enhancing,Boat constsruct. & renov.,332905.6901,43865.61816,Modeled
1047,Europe,Estonia,Capacity-enhancing,Fisheries dev. projects,0,0,NA
1048,Europe,Estonia,Capacity-enhancing,Fishing port develop.,0,0,NA
1049,Europe,Estonia,Capacity-enhancing,Markt. & storage infrast.,841097.4317,22156.3097,Modeled
1050,Europe,Estonia,Capacity-enhancing,Tax exemption,0,0,NA
1051,Europe,Estonia,Capacity-enhancing,Fishing access,289083.83,0,Reported
1052,Europe,Estonia,Capacity-enhancing,Fuel subsidies,34609526.81,3463614.839,Modeled
1053,Europe,Estonia,Ambiguous,Fisher assistance,653478.2843,3756.916122,Modeled
1054,Europe,Estonia,Ambiguous,Vessel buyback,242586.7221,0,Modeled
1055,Europe,Estonia,Ambiguous,Rural fisher communities,0,0,NA
1056,Europe,Finland,Beneficial,Fisheries mangt.,3367746.519,365986.7834,Reported
1057,Europe,Finland,Beneficial,Fishery R&D,274690.0084,0,Modeled
1058,Europe,Finland,Beneficial,MPAs,68029176.05,4820689.664,Modeled
1059,Europe,Finland,Capacity-enhancing,Boat constsruct. & renov.,1169135.033,151463.0193,Modeled
1060,Europe,Finland,Capacity-enhancing,Fisheries dev. projects,752063.4617,444857.3198,Modeled
1061,Europe,Finland,Capacity-enhancing,Fishing port develop.,274690.0084,26241.57436,Modeled
1062,Europe,Finland,Capacity-enhancing,Markt. & storage infrast.,563673.075,0,Reported
1063,Europe,Finland,Capacity-enhancing,Tax exemption,4070845.651,377585.0014,Modeled
1064,Europe,Finland,Capacity-enhancing,Fishing access,164441.84,0,Reported
1065,Europe,Finland,Capacity-enhancing,Fuel subsidies,5560472.756,547122.4646,Modeled
1066,Europe,Finland,Ambiguous,Fisher assistance,782253.3185,4421.673315,Modeled
1067,Europe,Finland,Ambiguous,Vessel buyback,28586.11633,10576.86304,Reported
1068,Europe,Finland,Ambiguous,Rural fisher communities,0,0,NA
1069,Europe,France,Beneficial,Fisheries mangt.,17355699.94,1042089.991,Reported
1070,Europe,France,Beneficial,Fishery R&D,5519224.015,488006.7258,Modeled
1071,Europe,France,Beneficial,MPAs,107992258.6,43664493.07,Modeled
1072,Europe,France,Capacity-enhancing,Boat constsruct. & renov.,3207366.134,184567.6901,Modeled
1073,Europe,France,Capacity-enhancing,Fisheries dev. projects,5654749.573,90393.8773,Modeled
1074,Europe,France,Capacity-enhancing,Fishing port develop.,40837845.26,9032151.403,Modeled
1075,Europe,France,Capacity-enhancing,Markt. & storage infrast.,8269915.73,0,Reported
1076,Europe,France,Capacity-enhancing,Tax exemption,3382038.45,744048.459,Reported
1077,Europe,France,Capacity-enhancing,Fishing access,14783246.57,0,Reported
1078,Europe,France,Capacity-enhancing,Fuel subsidies,87393045.88,11361095.96,Reported
1079,Europe,France,Ambiguous,Fisher assistance,37455212.07,19851262.4,Reported
1080,Europe,France,Ambiguous,Vessel buyback,984896.607,364411.7446,Reported
1081,Europe,France,Ambiguous,Rural fisher communities,0,0,NA
1082,Europe,Georgia,Beneficial,Fisheries mangt.,9901778.994,127722.2183,Modeled
1083,Europe,Georgia,Beneficial,Fishery R&D,2320016.161,23944.71119,Modeled
1084,Europe,Georgia,Beneficial,MPAs,492877.8627,13163.19642,Modeled
1085,Europe,Georgia,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
1086,Europe,Georgia,Capacity-enhancing,Fisheries dev. projects,1354512.457,11.63125771,Modeled
1087,Europe,Georgia,Capacity-enhancing,Fishing port develop.,0,0,NA
1088,Europe,Georgia,Capacity-enhancing,Markt. & storage infrast.,1028795.073,74327.40248,Modeled
1089,Europe,Georgia,Capacity-enhancing,Tax exemption,0,0,NA
1090,Europe,Georgia,Capacity-enhancing,Fishing access,55214.75,0,Reported
1091,Europe,Georgia,Capacity-enhancing,Fuel subsidies,0,0,NA
1092,Europe,Georgia,Ambiguous,Fisher assistance,0,0,NA
1093,Europe,Georgia,Ambiguous,Vessel buyback,0,0,NA
1094,Europe,Georgia,Ambiguous,Rural fisher communities,1240861.29,261021.9698,Modeled
1095,Europe,Germany,Beneficial,Fisheries mangt.,75911271.71,2714492.182,Reported
1096,Europe,Germany,Beneficial,Fishery R&D,55600.37525,2224.01501,Reported
1097,Europe,Germany,Beneficial,MPAs,46176231.36,3324688.658,Modeled
1098,Europe,Germany,Capacity-enhancing,Boat constsruct. & renov.,69654.46399,2786.17856,Reported
1099,Europe,Germany,Capacity-enhancing,Fisheries dev. projects,12716980.49,203287.0176,Reported
1100,Europe,Germany,Capacity-enhancing,Fishing port develop.,15390944.59,248132.9472,Modeled
1101,Europe,Germany,Capacity-enhancing,Markt. & storage infrast.,1913311.376,85293.64975,Reported
1102,Europe,Germany,Capacity-enhancing,Tax exemption,17155068.54,205860.8225,Reported
1103,Europe,Germany,Capacity-enhancing,Fishing access,5787534.17,0,Reported
1104,Europe,Germany,Capacity-enhancing,Fuel subsidies,17713136.88,2143289.562,Reported
1105,Europe,Germany,Ambiguous,Fisher assistance,164824.833,27863.0421,Reported
1106,Europe,Germany,Ambiguous,Vessel buyback,1914929.644,682045.173,Reported
1107,Europe,Germany,Ambiguous,Rural fisher communities,0,0,NA
1108,Europe,Greece,Beneficial,Fisheries mangt.,5672223.553,1025128.644,Reported
1109,Europe,Greece,Beneficial,Fishery R&D,18576451.49,11108719.07,Modeled
1110,Europe,Greece,Beneficial,MPAs,40727603.2,24355106.8,Modeled
1111,Europe,Greece,Capacity-enhancing,Boat constsruct. & renov.,10978433.28,10978433.28,Modeled
1112,Europe,Greece,Capacity-enhancing,Fisheries dev. projects,555270.1299,555270.1299,Modeled
1113,Europe,Greece,Capacity-enhancing,Fishing port develop.,3334540.538,1700615.701,Modeled
1114,Europe,Greece,Capacity-enhancing,Markt. & storage infrast.,225469.23,0,Reported
1115,Europe,Greece,Capacity-enhancing,Tax exemption,38226129.65,0,Modeled
1116,Europe,Greece,Capacity-enhancing,Fishing access,3851613.15,0,Reported
1117,Europe,Greece,Capacity-enhancing,Fuel subsidies,87456111.42,8520104.27,Modeled
1118,Europe,Greece,Ambiguous,Fisher assistance,7345529.489,20917.25282,Modeled
1119,Europe,Greece,Ambiguous,Vessel buyback,2428444.525,898524.4743,Reported
1120,Europe,Greece,Ambiguous,Rural fisher communities,0,0,NA
1121,Europe,Iceland,Beneficial,Fisheries mangt.,35767416.31,4945037.769,Modeled
1122,Europe,Iceland,Beneficial,Fishery R&D,20569572.26,0,Modeled
1123,Europe,Iceland,Beneficial,MPAs,1531853.96,54140.37272,Modeled
1124,Europe,Iceland,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
1125,Europe,Iceland,Capacity-enhancing,Fisheries dev. projects,0,0,NA
1126,Europe,Iceland,Capacity-enhancing,Fishing port develop.,0,0,NA
1127,Europe,Iceland,Capacity-enhancing,Markt. & storage infrast.,8645022.577,0,Modeled
1128,Europe,Iceland,Capacity-enhancing,Tax exemption,68865010.39,5551489.039,Modeled
1129,Europe,Iceland,Capacity-enhancing,Fishing access,13355709.04,0,Reported
1130,Europe,Iceland,Capacity-enhancing,Fuel subsidies,0,0,NA
1131,Europe,Iceland,Ambiguous,Fisher assistance,13233093.94,12835.96842,Modeled
1132,Europe,Iceland,Ambiguous,Vessel buyback,0,0,NA
1133,Europe,Iceland,Ambiguous,Rural fisher communities,0,0,NA
1134,Europe,Ireland,Beneficial,Fisheries mangt.,58460651.99,5928235.719,Reported
1135,Europe,Ireland,Beneficial,Fishery R&D,674664.1541,0,Modeled
1136,Europe,Ireland,Beneficial,MPAs,44553479.65,935623.0727,Modeled
1137,Europe,Ireland,Capacity-enhancing,Boat constsruct. & renov.,5806200.896,333547.0097,Modeled
1138,Europe,Ireland,Capacity-enhancing,Fisheries dev. projects,588949.9605,135458.4909,Reported
1139,Europe,Ireland,Capacity-enhancing,Fishing port develop.,24496678,740004.5903,Modeled
1140,Europe,Ireland,Capacity-enhancing,Markt. & storage infrast.,15566418.49,359993.2064,Reported
1141,Europe,Ireland,Capacity-enhancing,Tax exemption,353844.8361,0,Reported
1142,Europe,Ireland,Capacity-enhancing,Fishing access,2518249.25,0,Reported
1143,Europe,Ireland,Capacity-enhancing,Fuel subsidies,18986601.27,3379615.026,Reported
1144,Europe,Ireland,Ambiguous,Fisher assistance,479754.6236,35475.89353,Reported
1145,Europe,Ireland,Ambiguous,Vessel buyback,0,0,NA
1146,Europe,Ireland,Ambiguous,Rural fisher communities,0,0,NA
1147,Europe,Italy,Beneficial,Fisheries mangt.,5087203.792,4476739.337,Reported
1148,Europe,Italy,Beneficial,Fishery R&D,5617141.482,654688.9392,Modeled
1149,Europe,Italy,Beneficial,MPAs,58137958.8,8520982.374,Modeled
1150,Europe,Italy,Capacity-enhancing,Boat constsruct. & renov.,18805905.75,8813252.925,Modeled
1151,Europe,Italy,Capacity-enhancing,Fisheries dev. projects,1490253.045,745126.5225,Reported
1152,Europe,Italy,Capacity-enhancing,Fishing port develop.,0,0,NA
1153,Europe,Italy,Capacity-enhancing,Markt. & storage infrast.,20267742.9,10133871.45,Reported
1154,Europe,Italy,Capacity-enhancing,Tax exemption,21977613.19,18522015.4,Reported
1155,Europe,Italy,Capacity-enhancing,Fishing access,26327033.95,0,Reported
1156,Europe,Italy,Capacity-enhancing,Fuel subsidies,103927228.1,16436269.84,Modeled
1157,Europe,Italy,Ambiguous,Fisher assistance,12582791.35,3480600.709,Modeled
1158,Europe,Italy,Ambiguous,Vessel buyback,80816037.33,32399588.75,Reported
1159,Europe,Italy,Ambiguous,Rural fisher communities,0,0,NA
1160,Europe,Latvia,Beneficial,Fisheries mangt.,1501625.072,45048.75216,Reported
1161,Europe,Latvia,Beneficial,Fishery R&D,754535.8657,0,Modeled
1162,Europe,Latvia,Beneficial,MPAs,8320886.737,408841.2947,Modeled
1163,Europe,Latvia,Capacity-enhancing,Boat constsruct. & renov.,1149326.801,39222.14809,Modeled
1164,Europe,Latvia,Capacity-enhancing,Fisheries dev. projects,1314872.55,204878.2285,Modeled
1165,Europe,Latvia,Capacity-enhancing,Fishing port develop.,1305355.234,32848.96162,Modeled
1166,Europe,Latvia,Capacity-enhancing,Markt. & storage infrast.,2931099.99,0,Reported
1167,Europe,Latvia,Capacity-enhancing,Tax exemption,0,0,NA
1168,Europe,Latvia,Capacity-enhancing,Fishing access,13676453.32,0,Reported
1169,Europe,Latvia,Capacity-enhancing,Fuel subsidies,9259273.11,239991.369,Modeled
1170,Europe,Latvia,Ambiguous,Fisher assistance,768999.8835,1145.015646,Modeled
1171,Europe,Latvia,Ambiguous,Vessel buyback,137647.8376,50929.69991,Reported
1172,Europe,Latvia,Ambiguous,Rural fisher communities,0,0,NA
1173,Europe,Lithuania,Beneficial,Fisheries mangt.,304383.4605,9131.503815,Reported
1174,Europe,Lithuania,Beneficial,Fishery R&D,294866.6146,0,Modeled
1175,Europe,Lithuania,Beneficial,MPAs,7590381.571,284205.5793,Modeled
1176,Europe,Lithuania,Capacity-enhancing,Boat constsruct. & renov.,1748424.106,15683.31172,Modeled
1177,Europe,Lithuania,Capacity-enhancing,Fisheries dev. projects,518293.3791,21227.11605,Modeled
1178,Europe,Lithuania,Capacity-enhancing,Fishing port develop.,563704.6407,3728.616454,Modeled
1179,Europe,Lithuania,Capacity-enhancing,Markt. & storage infrast.,555556.1827,0,Reported
1180,Europe,Lithuania,Capacity-enhancing,Tax exemption,6087889.308,39097.21987,Modeled
1181,Europe,Lithuania,Capacity-enhancing,Fishing access,7697219.27,0,Reported
1182,Europe,Lithuania,Capacity-enhancing,Fuel subsidies,368084.7318,178058.8688,Modeled
1183,Europe,Lithuania,Ambiguous,Fisher assistance,1169848.239,457.8443287,Modeled
1184,Europe,Lithuania,Ambiguous,Vessel buyback,644.8419978,238.5915392,Reported
1185,Europe,Lithuania,Ambiguous,Rural fisher communities,0,0,NA
1186,Europe,Malta,Beneficial,Fisheries mangt.,1116167.329,124895.9978,Modeled
1187,Europe,Malta,Beneficial,Fishery R&D,261521.3129,32389.42846,Modeled
1188,Europe,Malta,Beneficial,MPAs,8878676.274,1389912.875,Modeled
1189,Europe,Malta,Capacity-enhancing,Boat constsruct. & renov.,2025845.11,29437.43259,Modeled
1190,Europe,Malta,Capacity-enhancing,Fisheries dev. projects,0,0,NA
1191,Europe,Malta,Capacity-enhancing,Fishing port develop.,0,0,NA
1192,Europe,Malta,Capacity-enhancing,Markt. & storage infrast.,4551156.177,45996.08389,Modeled
1193,Europe,Malta,Capacity-enhancing,Tax exemption,0,0,NA
1194,Europe,Malta,Capacity-enhancing,Fishing access,4145226.03,0,Reported
1195,Europe,Malta,Capacity-enhancing,Fuel subsidies,3588460.69,3945.217409,Modeled
1196,Europe,Malta,Ambiguous,Fisher assistance,1355467.089,30016.99402,Modeled
1197,Europe,Malta,Ambiguous,Vessel buyback,1476223.264,22819.76127,Modeled
1198,Europe,Malta,Ambiguous,Rural fisher communities,0,0,NA
1199,Europe,Monaco,Beneficial,Fisheries mangt.,0,0,NA
1200,Europe,Monaco,Beneficial,Fishery R&D,0,0,NA
1201,Europe,Monaco,Beneficial,MPAs,0,0,NA
1202,Europe,Monaco,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
1203,Europe,Monaco,Capacity-enhancing,Fisheries dev. projects,0,0,NA
1204,Europe,Monaco,Capacity-enhancing,Fishing port develop.,0,0,NA
1205,Europe,Monaco,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
1206,Europe,Monaco,Capacity-enhancing,Tax exemption,0,0,NA
1207,Europe,Monaco,Capacity-enhancing,Fishing access,0,0,NA
1208,Europe,Monaco,Capacity-enhancing,Fuel subsidies,0,0,NA
1209,Europe,Monaco,Ambiguous,Fisher assistance,0,0,NA
1210,Europe,Monaco,Ambiguous,Vessel buyback,0,0,NA
1211,Europe,Monaco,Ambiguous,Rural fisher communities,0,0,NA
1212,Europe,Montenegro,Beneficial,Fisheries mangt.,280103.8154,84161.30938,Modeled
1213,Europe,Montenegro,Beneficial,Fishery R&D,0,0,NA
1214,Europe,Montenegro,Beneficial,MPAs,34342.3113,14435.87524,Modeled
1215,Europe,Montenegro,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
1216,Europe,Montenegro,Capacity-enhancing,Fisheries dev. projects,95855.77076,95855.77076,Modeled
1217,Europe,Montenegro,Capacity-enhancing,Fishing port develop.,0,0,NA
1218,Europe,Montenegro,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
1219,Europe,Montenegro,Capacity-enhancing,Tax exemption,0,0,NA
1220,Europe,Montenegro,Capacity-enhancing,Fishing access,0,0,NA
1221,Europe,Montenegro,Capacity-enhancing,Fuel subsidies,0,0,NA
1222,Europe,Montenegro,Ambiguous,Fisher assistance,0,0,NA
1223,Europe,Montenegro,Ambiguous,Vessel buyback,0,0,NA
1224,Europe,Montenegro,Ambiguous,Rural fisher communities,0,0,NA
1225,Europe,Netherlands,Beneficial,Fisheries mangt.,18786099.32,15599.04013,Modeled
1226,Europe,Netherlands,Beneficial,Fishery R&D,1127059.849,2252.882704,Modeled
1227,Europe,Netherlands,Beneficial,MPAs,22549581.48,112747.5015,Modeled
1228,Europe,Netherlands,Capacity-enhancing,Boat constsruct. & renov.,10239799.65,18529.75015,Modeled
1229,Europe,Netherlands,Capacity-enhancing,Fisheries dev. projects,935123.7108,168.8718716,Modeled
1230,Europe,Netherlands,Capacity-enhancing,Fishing port develop.,0,0,NA
1231,Europe,Netherlands,Capacity-enhancing,Markt. & storage infrast.,2180051.715,714.3990842,Modeled
1232,Europe,Netherlands,Capacity-enhancing,Tax exemption,35654259.51,0,Reported
1233,Europe,Netherlands,Capacity-enhancing,Fishing access,9927304.9,0,Reported
1234,Europe,Netherlands,Capacity-enhancing,Fuel subsidies,82563795.09,121793.1644,Modeled
1235,Europe,Netherlands,Ambiguous,Fisher assistance,6851319.164,90221.75679,Modeled
1236,Europe,Netherlands,Ambiguous,Vessel buyback,7461691.12,0,Modeled
1237,Europe,Netherlands,Ambiguous,Rural fisher communities,0,0,NA
1238,Europe,Norway,Beneficial,Fisheries mangt.,117729335.3,46514047.42,Modeled
1239,Europe,Norway,Beneficial,Fishery R&D,83106764.43,0,Modeled
1240,Europe,Norway,Beneficial,MPAs,76910276.92,7767938.969,Modeled
1241,Europe,Norway,Capacity-enhancing,Boat constsruct. & renov.,55851241.76,11095951.14,Modeled
1242,Europe,Norway,Capacity-enhancing,Fisheries dev. projects,165197116.7,83280384.89,Modeled
1243,Europe,Norway,Capacity-enhancing,Fishing port develop.,0,0,NA
1244,Europe,Norway,Capacity-enhancing,Markt. & storage infrast.,4202313.633,117839.0651,Modeled
1245,Europe,Norway,Capacity-enhancing,Tax exemption,194470081,16141016.72,Reported
1246,Europe,Norway,Capacity-enhancing,Fishing access,49260505.61,0,Reported
1247,Europe,Norway,Capacity-enhancing,Fuel subsidies,58254825.88,6206053.942,Modeled
1248,Europe,Norway,Ambiguous,Fisher assistance,170877.211,2743.683366,Modeled
1249,Europe,Norway,Ambiguous,Vessel buyback,40698522.33,0,Modeled
1250,Europe,Norway,Ambiguous,Rural fisher communities,0,0,NA
1251,Europe,Poland,Beneficial,Fisheries mangt.,992064.612,29761.93836,Reported
1252,Europe,Poland,Beneficial,Fishery R&D,2108920.111,79061.6498,Modeled
1253,Europe,Poland,Beneficial,MPAs,12310429.78,1470411.48,Modeled
1254,Europe,Poland,Capacity-enhancing,Boat constsruct. & renov.,5180732.12,1206636.357,Modeled
1255,Europe,Poland,Capacity-enhancing,Fisheries dev. projects,5474992.562,0,Modeled
1256,Europe,Poland,Capacity-enhancing,Fishing port develop.,904061.7168,0,Modeled
1257,Europe,Poland,Capacity-enhancing,Markt. & storage infrast.,4661049.848,0,Reported
1258,Europe,Poland,Capacity-enhancing,Tax exemption,18038943.51,59405.6323,Modeled
1259,Europe,Poland,Capacity-enhancing,Fishing access,12753918.68,0,Reported
1260,Europe,Poland,Capacity-enhancing,Fuel subsidies,9907748.061,891697.3255,Reported
1261,Europe,Poland,Ambiguous,Fisher assistance,3466361.694,0,Modeled
1262,Europe,Poland,Ambiguous,Vessel buyback,336019.0482,124327.0478,Reported
1263,Europe,Poland,Ambiguous,Rural fisher communities,0,0,NA
1264,Europe,Portugal,Beneficial,Fisheries mangt.,3503115.774,490842.3823,Reported
1265,Europe,Portugal,Beneficial,Fishery R&D,11132888.97,4120672.171,Modeled
1266,Europe,Portugal,Beneficial,MPAs,28305028.09,10476682.36,Modeled
1267,Europe,Portugal,Capacity-enhancing,Boat constsruct. & renov.,240467.4432,88972.95398,Reported
1268,Europe,Portugal,Capacity-enhancing,Fisheries dev. projects,2105986.211,2105986.211,Modeled
1269,Europe,Portugal,Capacity-enhancing,Fishing port develop.,1071028.446,581882.9151,Modeled
1270,Europe,Portugal,Capacity-enhancing,Markt. & storage infrast.,2771668.443,0,Reported
1271,Europe,Portugal,Capacity-enhancing,Tax exemption,0,0,NA
1272,Europe,Portugal,Capacity-enhancing,Fishing access,3488440.12,0,Reported
1273,Europe,Portugal,Capacity-enhancing,Fuel subsidies,86191614.78,3878622.665,Reported
1274,Europe,Portugal,Ambiguous,Fisher assistance,1437098.033,819145.8788,Reported
1275,Europe,Portugal,Ambiguous,Vessel buyback,480934.8864,177945.908,Reported
1276,Europe,Portugal,Ambiguous,Rural fisher communities,0,0,NA
1277,Europe,Romania,Beneficial,Fisheries mangt.,596042.3219,596042.3219,Modeled
1278,Europe,Romania,Beneficial,Fishery R&D,139654.4823,128063.146,Modeled
1279,Europe,Romania,Beneficial,MPAs,3903249.213,3579276.706,Modeled
1280,Europe,Romania,Capacity-enhancing,Boat constsruct. & renov.,45347.56574,3662.511994,Modeled
1281,Europe,Romania,Capacity-enhancing,Fisheries dev. projects,134129.2847,0,Modeled
1282,Europe,Romania,Capacity-enhancing,Fishing port develop.,0,0,NA
1283,Europe,Romania,Capacity-enhancing,Markt. & storage infrast.,101875.4361,1903.429069,Modeled
1284,Europe,Romania,Capacity-enhancing,Tax exemption,157897.0226,2053.965207,Modeled
1285,Europe,Romania,Capacity-enhancing,Fishing access,4792700.09,0,Reported
1286,Europe,Romania,Capacity-enhancing,Fuel subsidies,737947.2848,2633.576121,Modeled
1287,Europe,Romania,Ambiguous,Fisher assistance,30341.47706,0,Modeled
1288,Europe,Romania,Ambiguous,Vessel buyback,0,0,NA
1289,Europe,Romania,Ambiguous,Rural fisher communities,0,0,NA
1290,Europe,Russian Federation,Beneficial,Fisheries mangt.,135078647.1,23161512.94,Reported
1291,Europe,Russian Federation,Beneficial,Fishery R&D,125468312,20161427.4,Modeled
1292,Europe,Russian Federation,Beneficial,MPAs,34949718.49,5325611.017,Modeled
1293,Europe,Russian Federation,Capacity-enhancing,Boat constsruct. & renov.,10062774.32,1367396.316,Reported
1294,Europe,Russian Federation,Capacity-enhancing,Fisheries dev. projects,58669753.96,0,Reported
1295,Europe,Russian Federation,Capacity-enhancing,Fishing port develop.,1443977.649,0,Reported
1296,Europe,Russian Federation,Capacity-enhancing,Markt. & storage infrast.,20706266.67,4236644.799,Reported
1297,Europe,Russian Federation,Capacity-enhancing,Tax exemption,980113207.6,13834868.35,Modeled
1298,Europe,Russian Federation,Capacity-enhancing,Fishing access,89174582.28,0,Reported
1299,Europe,Russian Federation,Capacity-enhancing,Fuel subsidies,1844332.031,92216.60155,Reported
1300,Europe,Russian Federation,Ambiguous,Fisher assistance,1270701.202,0,Reported
1301,Europe,Russian Federation,Ambiguous,Vessel buyback,52939694.14,0,Modeled
1302,Europe,Russian Federation,Ambiguous,Rural fisher communities,0,0,NA
1303,Europe,Slovenia,Beneficial,Fisheries mangt.,681151.3095,133960.5327,Modeled
1304,Europe,Slovenia,Beneficial,Fishery R&D,591385.5925,128730.3621,Modeled
1305,Europe,Slovenia,Beneficial,MPAs,2040485.547,561418.7771,Modeled
1306,Europe,Slovenia,Capacity-enhancing,Boat constsruct. & renov.,19023.17422,369.2749315,Modeled
1307,Europe,Slovenia,Capacity-enhancing,Fisheries dev. projects,34403.15393,893.7782823,Modeled
1308,Europe,Slovenia,Capacity-enhancing,Fishing port develop.,51897.24263,720.3197673,Modeled
1309,Europe,Slovenia,Capacity-enhancing,Markt. & storage infrast.,42736.45427,576.9933386,Modeled
1310,Europe,Slovenia,Capacity-enhancing,Tax exemption,0,0,NA
1311,Europe,Slovenia,Capacity-enhancing,Fishing access,1439347.51,0,Reported
1312,Europe,Slovenia,Capacity-enhancing,Fuel subsidies,70948.2486,104.2023518,Modeled
1313,Europe,Slovenia,Ambiguous,Fisher assistance,12728.16291,376.5451472,Modeled
1314,Europe,Slovenia,Ambiguous,Vessel buyback,0,0,NA
1315,Europe,Slovenia,Ambiguous,Rural fisher communities,0,0,NA
1316,Europe,Spain,Beneficial,Fisheries mangt.,25413428.31,344010.8004,Reported
1317,Europe,Spain,Beneficial,Fishery R&D,36118031.01,962443.9264,Modeled
1318,Europe,Spain,Beneficial,MPAs,88665450.12,6905963.673,Modeled
1319,Europe,Spain,Capacity-enhancing,Boat constsruct. & renov.,4823053.743,213322.6624,Modeled
1320,Europe,Spain,Capacity-enhancing,Fisheries dev. projects,16033494.34,2649940.87,Modeled
1321,Europe,Spain,Capacity-enhancing,Fishing port develop.,7675249.916,0,Modeled
1322,Europe,Spain,Capacity-enhancing,Markt. & storage infrast.,16243693.93,0,Reported
1323,Europe,Spain,Capacity-enhancing,Tax exemption,461545847.8,12412123.39,Reported
1324,Europe,Spain,Capacity-enhancing,Fishing access,90588507.18,0,Reported
1325,Europe,Spain,Capacity-enhancing,Fuel subsidies,85922565.74,437157.5655,Modeled
1326,Europe,Spain,Ambiguous,Fisher assistance,3622852.512,2065025.932,Reported
1327,Europe,Spain,Ambiguous,Vessel buyback,7000077.798,2520028.007,Reported
1328,Europe,Spain,Ambiguous,Rural fisher communities,0,0,NA
1329,Europe,Sweden,Beneficial,Fisheries mangt.,26719135.01,1538298.709,Reported
1330,Europe,Sweden,Beneficial,Fishery R&D,627378.5279,0,Reported
1331,Europe,Sweden,Beneficial,MPAs,150338399.6,7967937.735,Modeled
1332,Europe,Sweden,Capacity-enhancing,Boat constsruct. & renov.,2655791.664,438628.6196,Modeled
1333,Europe,Sweden,Capacity-enhancing,Fisheries dev. projects,3344151.501,3310709.986,Reported
1334,Europe,Sweden,Capacity-enhancing,Fishing port develop.,94509.83958,8096.15989,Modeled
1335,Europe,Sweden,Capacity-enhancing,Markt. & storage infrast.,2481866.933,23015.43091,Reported
1336,Europe,Sweden,Capacity-enhancing,Tax exemption,8192641.1,0,Reported
1337,Europe,Sweden,Capacity-enhancing,Fishing access,186009.68,0,Reported
1338,Europe,Sweden,Capacity-enhancing,Fuel subsidies,27026405.61,2384603.366,Modeled
1339,Europe,Sweden,Ambiguous,Fisher assistance,3161527.447,0,Reported
1340,Europe,Sweden,Ambiguous,Vessel buyback,1935262.188,0,Modeled
1341,Europe,Sweden,Ambiguous,Rural fisher communities,0,0,NA
1342,Europe,Ukraine,Beneficial,Fisheries mangt.,4157123.464,964380.1687,Modeled
1343,Europe,Ukraine,Beneficial,Fishery R&D,0,0,NA
1344,Europe,Ukraine,Beneficial,MPAs,5465943.455,562989.1915,Modeled
1345,Europe,Ukraine,Capacity-enhancing,Boat constsruct. & renov.,2779029.504,517957.984,Modeled
