mrgid,pol_type,geoname,eez_ter_iso3,eez_ter_name,eez_sov_iso3,eez_sov_name,region,eez_lon,eez_lat
48974,Joint regime,Joint regime area Ecuador / Colombia,ECU,Ecuador,ECU,Ecuador,Latin America & Caribbean,-81.43550492021444,1.4605795462248234
8490,200NM,Egyptian Exclusive Economic Zone,EGY,Egypt,EGY,Egypt,Middle East & North Africa,31.151690071059218,30.44996278670532
26582,Overlapping claim,Overlapping claim: Sudan / Egypt,EGY,Egypt,EGY,Egypt,Middle East & North Africa,36.87868046632946,22.612067990280792
8351,200NM,Eritrean Exclusive Economic Zone,ERI,Eritrea,ERI,Eritrea,Sub-Saharan Africa,40.592165695668534,15.818902018459777
48956,Overlapping claim,Overlapping claim Doumeira Islands: Djibouti / Eritrea,ERI,Eritrea,ERI,Eritrea,Sub-Saharan Africa,43.22471429745022,12.760458255086201
5693,200NM,Spanish Exclusive Economic Zone,ESP,Spain,ESP,Spain,Europe & Central Asia,-4.154045772800368,41.720895749713605
8364,200NM,Spanish Exclusive Economic Zone (Canary Islands),ESP,Spain,ESP,Spain,Europe & Central Asia,-17.612245113981665,28.367351770727527
8365,Overlapping claim,Overlapping claim Gibraltarian Exclusive Economic Zone,ESP,Spain,ESP,Spain,Europe & Central Asia,-5.222292516826084,36.0890168833964
48966,Joint regime,Joint regime area Spain / France,ESP,Spain,ESP,Spain,Europe & Central Asia,-5.333333349999999,45.254166649999995
48997,Overlapping claim,Overlapping claim Chafarinas Islands: Spain / Morocco,ESP,Spain,ESP,Spain,Europe & Central Asia,-2.475901149443883,35.17106739051665
48998,Overlapping claim,Overlapping claim Perejil Island: Spain / Morocco,ESP,Spain,ESP,Spain,Europe & Central Asia,-5.419209900000001,35.91474803333334
48999,Overlapping claim,Overlapping claim Peñón de Vélez de la Gomera: Spain / Morocco,ESP,Spain,ESP,Spain,Europe & Central Asia,-4.3065109350046775,35.18781380591547
49000,Overlapping claim,Overlapping claim Melilla: Spain / Morocco,ESP,Spain,ESP,Spain,Europe & Central Asia,-2.9163514037120177,35.3146490404626
49001,Overlapping claim,Overlapping claim Alhucemas Islands: Spain / Morocco,ESP,Spain,ESP,Spain,Europe & Central Asia,-3.879388695524128,35.23499424839169
49002,Overlapping claim,Overlapping claim Ceuta: Spain / Morocco,ESP,Spain,ESP,Spain,Europe & Central Asia,-5.300943483607303,35.86036989368221
5675,200NM,Estonian Exclusive Economic Zone,EST,Estonia,EST,Estonia,Europe & Central Asia,23.00258691906214,58.770646075060796
5676,200NM,Finnish Exclusive Economic Zone,FIN,Finland,FIN,Finland,Europe & Central Asia,21.89540420452471,61.72833945568125
8325,200NM,Fijian Exclusive Economic Zone,FJI,Fiji,FJI,Fiji,East Asia & Pacific,177.66831948215062,-17.98721812774163
5677,200NM,French Exclusive Economic Zone,FRA,France,FRA,France,Europe & Central Asia,-1.9647453475986745,46.04111291645646
8401,200NM,Clipperton Exclusive Economic Zone,FRA,France,FRA,France,Europe & Central Asia,-109.21730804677394,10.308650831314456
48966,Joint regime,Joint regime area Spain / France,FRA,France,FRA,France,Europe & Central Asia,-5.333333349999999,45.254166649999995
48976,Joint regime,Joint regime area Italy / France,FRA,France,FRA,France,Europe & Central Asia,9.051774324412007,41.3122164830103
8435,200NM,Faeroe Exclusive Economic Zone,FRO,Faroe Islands,DNK,Denmark,Europe & Central Asia,-6.997100552060303,62.593827375418044
8316,200NM,Micronesian Exclusive Economic Zone,FSM,Micronesia (Federated States of),FSM,Micronesia (Federated States of),East Asia & Pacific,150.32210106350794,6.769800961285347
8476,200NM,Gabonese Exclusive Economic Zone,GAB,Gabon,GAB,Gabon,Sub-Saharan Africa,8.738843249700707,-3.064268769847721
5696,200NM,United Kingdom Exclusive Economic Zone,GBR,United Kingdom,GBR,United Kingdom,Europe & Central Asia,-4.290144784727494,56.784015687743185
8383,Overlapping claim,Overlapping claim South Georgia and South Sandwich Islands: UK / Argentina,GBR,United Kingdom,GBR,United Kingdom,Latin America & Caribbean,-31.262942116161085,-56.52403030032328
8389,Overlapping claim,Overlapping claim Falkland / Malvinas Islands: UK / Argentina,GBR,United Kingdom,GBR,United Kingdom,Latin America & Caribbean,-58.32519369745881,-51.667113522202825
48967,Joint regime,Joint regime area United Kingdom / Denmark (Faeroe Islands),GBR,United Kingdom,GBR,United Kingdom,Europe & Central Asia,-7.517071675873157,60.03616101344183
5678,200NM,Georgian Exclusive Economic Zone,GEO,Georgia,GEO,Georgia,Europe & Central Asia,40.559712034726424,42.44623306239816
21788,200NM,Guernsey Exclusive Economic Zone,GGY,Guernsey,GBR,United Kingdom,Europe & Central Asia,-2.656329243925204,49.63850246245594
8400,200NM,Ghanaian Exclusive Economic Zone,GHA,Ghana,GHA,Ghana,Sub-Saharan Africa,-0.8503761592379122,3.501865062582546
8365,Overlapping claim,Overlapping claim Gibraltarian Exclusive Economic Zone,GIB,Gibraltar,GIB,Gibraltar,Europe & Central Asia,-5.222292516826084,36.0890168833964
8472,200NM,Guinean Exclusive Economic Zone,GIN,Guinea,GIN,Guinea,Sub-Saharan Africa,-15.619634386130048,9.18352288005915
33177,200NM,Guadeloupean Exclusive Economic Zone,GLP,Guadeloupe,FRA,France,Latin America & Caribbean,-59.85291968184774,16.79776948303529
8370,200NM,Gambian Exclusive Economic Zone,GMB,Gambia,GMB,Gambia,Sub-Saharan Africa,-18.402426033002254,13.328079037586182
8471,200NM,Guinea Bissau Exclusive Economic Zone,GNB,Guinea-Bissau,GNB,Guinea-Bissau,Sub-Saharan Africa,-17.57366108290989,10.576298570980944
48964,Joint regime,Joint regime area Senegal / Guinea Bissau,GNB,Guinea-Bissau,GNB,Guinea-Bissau,Sub-Saharan Africa,-18.77405114203223,11.261178553628167
8398,200NM,Equatorial Guinean Exclusive Economic Zone,GNQ,Equatorial Guinea,GNQ,Equatorial Guinea,Sub-Saharan Africa,5.437502325510167,-1.3718826104934638
5679,200NM,Greek Exclusive Economic Zone,GRC,Greece,GRC,Greece,Europe & Central Asia,23.936876231231885,36.51023110437785
8419,200NM,Grenadian Exclusive Economic Zone,GRD,Grenada,GRD,Grenada,Latin America & Caribbean,-62.05734982857368,12.244146686526935
8438,200NM,Greenlandic Exclusive Economic Zone,GRL,Greenland,DNK,Denmark,Europe & Central Asia,-31.96669723014881,75.47809513960033
8430,200NM,Guatemalan Exclusive Economic Zone,GTM,Guatemala,GTM,Guatemala,Latin America & Caribbean,-92.09062242372657,12.55304308782953
8462,200NM,French Guiana Exclusive Economic Zone,GUF,French Guiana,FRA,France,Latin America & Caribbean,-51.75509635961726,6.691084421183808
48957,200NM,Guam Exclusive Economic Zone,GUM,Guam,USA,United States,East Asia & Pacific,144.00294805076447,12.929340031811414
8460,200NM,Guyanese Exclusive Economic Zone,GUY,Guyana,GUY,Guyana,Latin America & Caribbean,-57.641609425451186,8.612451240190266
33185,Overlapping claim,Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,GUY,Guyana,GUY,Guyana,Latin America & Caribbean,-57.88975605764737,10.564458749203673
48969,Joint regime,Joint regime area Guyana / Barbados,GUY,Guyana,GUY,Guyana,Latin America & Caribbean,-57.132329791278124,10.680923071127165
8388,200NM,Heard and McDonald Islands Exclusive Economic Zone,HMD,Heard & McDonald Islands,AUS,Australia,East Asia & Pacific,73.7302809494935,-53.49796854867321
8427,200NM,Honduran Exclusive Economic Zone,HND,Honduras,HND,Honduras,Latin America & Caribbean,-83.85147122693786,16.910714599387365
48972,Joint regime,Joint regime area Honduras / Cayman Islands,HND,Honduras,HND,Honduras,Latin America & Caribbean,-83.94222219899999,18.701111121333334
5673,200NM,Croatian Exclusive Economic Zone,HRV,Croatia,HRV,Croatia,Europe & Central Asia,15.65195641140691,43.43476649263786
50167,Joint regime,Joint regime area Croatia / Slovenia,HRV,Croatia,HRV,Croatia,Europe & Central Asia,13.309329257183792,45.497703938507335
8408,200NM,Haitian Exclusive Economic Zone,HTI,Haiti,HTI,Haiti,Latin America & Caribbean,-73.54885315614374,17.91230910512475
48951,Overlapping claim,Overlapping claim Navassa Island: USA / Haiti / Jamaica,HTI,Haiti,HTI,Haiti,Latin America & Caribbean,-75.18297043750046,18.338254179159076
8492,200NM,Indonesian Exclusive Economic Zone,IDN,Indonesia,IDN,Indonesia,East Asia & Pacific,117.89365345004623,-3.301845208210186
8333,200NM,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),IND,India,IND,India,South Asia,92.19078694701,9.978355918663317
8480,200NM,Indian Exclusive Economic Zone,IND,India,IND,India,South Asia,76.09548403343523,14.604603319826833
5681,200NM,Irish Exclusive Economic Zone,IRL,Ireland,IRL,Ireland,Europe & Central Asia,-11.745637232398062,52.652854022857085
8469,200NM,Iranian Exclusive Economic Zone,IRN,Iran,IRN,Iran,Middle East & North Africa,53.88503798650685,29.77838118976117
48947,Overlapping claim,Overlapping claim: Iran / United Arab Emirates,IRN,Iran,IRN,Iran,Middle East & North Africa,55.171456179330775,26.011326583865127
8470,200NM,Iraqi Exclusive Economic Zone,IRQ,Iraq,IRQ,Iraq,Middle East & North Africa,48.59475862077063,29.765242884884405
5680,200NM,Icelandic Exclusive Economic Zone,ISL,Iceland,ISL,Iceland,Europe & Central Asia,-18.445999531094124,64.69730112914827
48973,Joint regime,Joint regime area Iceland / Denmark (Faeroe Islands),ISL,Iceland,ISL,Iceland,Europe & Central Asia,-10.985800513825403,63.15078412991847
48975,Joint regime,Joint regime area Iceland / Norway (Jan Mayen),ISL,Iceland,ISL,Iceland,Europe & Central Asia,-8.500000000000002,69.29166665
8375,200NM,Israeli Exclusive Economic Zone,ISR,Israel,ISR,Israel,Middle East & North Africa,34.08756294053584,32.5749771853558
48953,200NM,Palestinian Exclusive Economic Zone,ISR,Israel,ISR,Israel,Middle East & North Africa,34.23378098853652,31.569231259242056
5682,200NM,Italian Exclusive Economic Zone,ITA,Italy,ITA,Italy,Europe & Central Asia,12.926828498372076,39.65693587375191
48976,Joint regime,Joint regime area Italy / France,ITA,Italy,ITA,Italy,Europe & Central Asia,9.051774324412007,41.3122164830103
8459,200NM,Jamaican Exclusive Economic Zone,JAM,Jamaica,JAM,Jamaica,Latin America & Caribbean,-77.29093398202302,16.668835395088365
21792,Joint regime,Joint regime area Colombia / Jamaica,JAM,Jamaica,JAM,Jamaica,Latin America & Caribbean,-79.14566490451662,15.47209281572385
48951,Overlapping claim,Overlapping claim Navassa Island: USA / Haiti / Jamaica,JAM,Jamaica,JAM,Jamaica,Latin America & Caribbean,-75.18297043750046,18.338254179159076
21789,200NM,Jersey Exclusive Economic Zone,JEY,Jersey,GBR,United Kingdom,Europe & Central Asia,-2.191143414381907,49.12189753416853
8491,200NM,Jordanian Exclusive Economic Zone,JOR,Jordan,JOR,Jordan,Middle East & North Africa,34.94437524827818,29.435874797488744
8487,200NM,Japanese Exclusive Economic Zone,JPN,Japan,JPN,Japan,East Asia & Pacific,138.44274797004906,29.558893166706188
21796,Joint regime,Joint regime area Japan / Korea,JPN,Japan,JPN,Japan,East Asia & Pacific,127.5780849515398,30.81380807384008
48950,Overlapping claim,Overlapping claim Kuril Islands: Japan / Russia,JPN,Japan,JPN,Japan,East Asia & Pacific,147.96086927763503,43.88650367774513
48954,Overlapping claim,Overlapping claim Senkaku Islands: Japan / China / Taiwan,JPN,Japan,JPN,Japan,East Asia & Pacific,124.12220839884654,26.520434206536756
48955,Overlapping claim,Overlapping claim Liancourt Rocks: Japan / South Korea,JPN,Japan,JPN,Japan,East Asia & Pacific,131.86624915898358,37.24175437008478
26522,200NM,Kazakh Exclusive Economic Zone,KAZ,Kazakhstan,KAZ,Kazakhstan,Europe & Central Asia,51.017215232371704,44.48697447943946
8349,200NM,Kenyan Exclusive Economic Zone,KEN,Kenya,KEN,Kenya,Sub-Saharan Africa,41.79282021537235,-3.5368774964671483
33176,Overlapping claim,Overlapping claim: Kenya / Somalia,KEN,Kenya,KEN,Kenya,Sub-Saharan Africa,43.90493956760101,-2.281941245216217
8331,200NM,Cambodian Exclusive Economic Zone,KHM,Cambodia,KHM,Cambodia,East Asia & Pacific,102.54369992046388,10.225136117251445
8441,200NM,Kiribati Exclusive Economic Zone (Line Islands),KIR,Kiribati,KIR,Kiribati,East Asia & Pacific,205.27302423909808,-3.821538210688744
8450,200NM,Kiribati Exclusive Economic Zone (Phoenix Islands),KIR,Kiribati,KIR,Kiribati,East Asia & Pacific,187.54593758546656,-3.7319196595532547
8488,200NM,Kiribati Exclusive Economic Zone (Gilbert Islands),KIR,Kiribati,KIR,Kiribati,East Asia & Pacific,173.8875624890653,-0.2587706006581037
8413,200NM,Saint Kitts and Nevis Exclusive Economic Zone,KNA,St. Kitts & Nevis,KNA,St. Kitts & Nevis,Latin America & Caribbean,-62.90472385034651,16.99121983812412
8327,200NM,South Korean Exclusive Economic Zone,KOR,South Korea,KOR,South Korea,East Asia & Pacific,127.57429066508597,35.73796667524233
21796,Joint regime,Joint regime area Japan / Korea,KOR,South Korea,KOR,South Korea,East Asia & Pacific,127.5780849515398,30.81380807384008
48955,Overlapping claim,Overlapping claim Liancourt Rocks: Japan / South Korea,KOR,South Korea,KOR,South Korea,East Asia & Pacific,131.86624915898358,37.24175437008478
8357,200NM,Kuwaiti Exclusive Economic Zone,KWT,Kuwait,KWT,Kuwait,Middle East & North Africa,48.62670981032197,29.18849186623811
